10,銀魂2　掟は破るためにこそある,大不正解,backnumber,
10,るろうに剣心　最終章 The Beginning,Broken Heart of Gold,ONE OK ROCK,"['Broken Heart of Gold', 'Broken Heart of Gold', 'ONE OK ROCK', '2021-05-27', 253487, 57, 10, 0, 0.451, 0.0822, 0.712, 0, 0.0785, -5.435, 0.0333, 85.683, 4, 0.119]"
10,ズートピア,トライ・エヴリシング,Dream Ami,"['トライ・エヴリシング - Dream Ami version', 'トライ・エヴリシング', 'Dream Ami', '2016-04-20', 198066, 26, 1, 1, 0.718, 0.0708, 0.835, 3.22e-05, 0.115, -3.903, 0.0352, 115.535, 4, 0.605]"
10,劇場版「鬼滅の刃」無限列車編,炎,LiSA,"['炎', '炎', 'LiSA', '2020-10-12', 275000, 73, 2, 1, 0.477, 0.105, 0.685, 0, 0.277, -4.554, 0.0325, 152.04, 4, 0.308]"
10,ミュウツーの逆襲 EVOLUTION,風といっしょに,小林幸子,"['風といっしょに(カラオケ)[原曲歌手:小林幸子]', '風といっしょに(カラオケ)[原曲歌手:小林幸子]', '歌っちゃ王', '2021-10-08', 288023, 0, 1, 1, 0.345, 0.798, 0.345, 0.962, 0.16, -10.401, 0.0274, 97.486, 4, 0.126]"
