超劇場版 ケロロ軍曹2 深海のプリンセスであります！ (2007) ,Prince,0.998448170659878
ヤマトタケル (1994) ,TOKYO GIRL - Remastered,0.9946716906390511
菊次郎とさき (2005) ,ラブリー,0.9917368594669932
菊次郎とさき (2005) ,LOVE (Prod by jjj),0.9886222964727651
菊次郎とさき (2007) ,ふたりの世界,0.9989624534504912
イズ・エー [is A.] (2004) ,We Are Never Ever Getting Back Together,0.9975172644058606
オンリー・ユー愛されて (1996) ,水星(Young & Fresh mix) feat. 仮谷せいら,0.9944253196460884
よい子の味方 (2004) ,フィクション,0.9970756785944386
ぐるりのこと。 (2008) ,ぎゅっと。,0.992524290226361
白鳥麗子でございます！ (1995) ,Life Goes on,0.9953768394761909
彼女の嫌いな彼女 (1993) ,恋するフォーチュンクッキー,0.9947941527138159
奇跡のシンフォニー August Rush (2007) ,Made my day,0.9721503230974684
コラソン de メロン (2008) ,ハッピーウェディング前ソング,0.9901245392090107
ぼくたちと駐在さんの700日戦争 (2008) ,あいにいきたい,0.9946088644000558
きららの仕事 (2005) ,Girl feat. kojikoji,0.978724163104447
新空港物語 (1994) ,All I Want For Christmas Is You (SuperFestive!),0.9918674012678927
奇跡のシンフォニー August Rush (2007) ,FLOATIN',0.9812411698694674
恋文～私たちが愛した男～ (2003) ,Break My Heart,0.9874228637678959
TOPLESS (2008) ,Routine,0.9924002104280572
どんど晴れ (2007) ,秒針を噛む,0.9977414759930878
バックダンサーズ！ Back Dancers! (2006) ,CHEERS,0.9985746330159676
リミット もしも、わが子が… (2000) ,惑星ループ,0.9990265484684067
暴れん坊ママ (2007) ,SUN,0.9938337609842213
京都迷宮案内 (1999) ,"Merry Go Round feat. BASI, 唾奇, VIGORMAN & WILYWNKA",0.989549257451874
きらきら研修医 (2007) ,ロマンチシズム,0.9971296770306997
王様のレストラン (1995) ,ドラマ,0.9977697933857135
アルゼンチンババア (2007) ,Lovers,0.9960042935797825
築地魚河岸三代目 (2008) ,祈り花,0.9926315128311588
奇跡の人 (1998) ,Blinding Lights,0.9928992952492465
ホテルウーマン (1991) ,NEW VALUE,0.9648999461600349
蒼井優×4つの嘘 カムフラージュ (2008) ,Lovesick Girls,0.9984455337355254
ハンサム★スーツ Handsome Suits (2008) ,Mela!,0.9975673288067054
3年B組金八先生 第2シリーズ (1980) ,アイデア,0.9913927173434995
松本清張スペシャル「指」 (2006) ,真っ青,0.9910772198737239
ラフ Rough (2006) ,ノーダウト,0.9988873065174796
誰よりもママを愛す (2006) ,silent,0.9941899823599543
新・お水の花道 (2001) ,廻廻奇譚,0.9921335363081741
ランダム・ハーツ Random Hearts (1999) ,猫,0.9973360050716098
スタンド・バイ・ミー Stand by Me (1986) ,花に亡霊,0.9947198677198354
ヤマトタケル (1994) ,JET!!!,0.9968197921553053
花ざかりの君たちへ～イケメン♂パラダイス～ (2007) ,助演男優賞,0.9943879994498395
新・科捜研の女4 (2008) ,I'm Here,0.9952428657968696
電池が切れるまで (2004) ,千両役者,0.9704208568339454
ルーキー！ (2001) ,夏夜のマジック,0.9859479334425216
クワイエットルームにようこそ Welcome to The Quiet Room (2007) ,今夜はブギー・バック,0.9872271575364616
魔女の条件 (1999) ,会いたいわ,0.9954574558505244
キム・ポッシブル Kim Possible (2002) ,Dynamite,0.9965438851312466
ハンサム★スーツ Handsome Suits (2008) ,Night Diver,0.9981837041949313
シムソンズ Sim Sons (2006) ,丸ノ内サディスティック,0.9976808416238607
誰よりもママを愛す (2006) ,In the Stars (feat. Kiiara),0.9947871894606002
ゼブラーマン Zebraman (2004) ,"Stand by me, Stand by you.",0.9948336059434697
今夜ひとりのベッドで (2005) ,I CAN'T STOP ME,0.9955758479887288
ホーホケキョ となりの山田くん (1999) ,LOSER,0.9965106919381811
劇場版ポケットモンスター/アドバンスジェネレーション ミュウと波導の勇者ルカリオ (2005) ,Laughter,0.9978967686067122
東京タワー～オカンとボクと、時々、オトン～ (2007) ,猫 ~THE FIRST TAKE ver.~,0.9923581479150237
ハンサム★スーツ Handsome Suits (2008) ,Party Starters,0.9951534091735161
チェスト！ (2008) ,再会 (produced by Ayase),0.9952863160449195
松本清張スペシャル「指」 (2006) ,群青,0.9964874406094942
家族善哉 (2006) ,「ぴえん」のうた,0.9881569627653287
僕と彼女と彼女の生きる道 (2004) ,Dreamin',0.9918709279743579
犬夜叉 紅蓮の蓬莱島(ぐれんのほうらいじま) (2004) ,なんとかなる,0.9925551607121157
不機嫌な果実 (1997) ,音色 ~2019 Ver.~,0.9928505833039736
怨み屋本舗 (2006) ,イッサイガッサイ ~2019 Ver.~,0.995024502222501
ピーチな関係 (1999) ,HALLOWEEN PARTY - プペル Ver.,0.990829233228838
かいけつゾロリ (2004) ,夢追人 feat. KREVA,0.9895095035014396
ビッグウイング Big Wing (2001) ,丸の内サディスティック,0.997839662289231
ピクニックの準備 (2006) ,Come Away,0.9840971382451429
いぬのえいが (2005) ,Week End,0.9953109250868422
ブラザーズ＆シスターズ Brothers & Sisters (2006) ,NEW ERA,0.9975459346912262
同窓会 (1993) ,CHILDAYS,0.9880377326141472
Sweet Rain 死神の精度 (2008) ,Hug feat. kojikoji (Fantasy club ver.),0.9939860138235975
007/リビング・デイライツ The Living Daylights (1987) ,スマイル,0.9934786646481458
