インキュバス・死霊の祝福 Deadly Blessing (1981) ,
キラーハンド The Hand (1981) ,
ハイジャック・コネクション/クーパーの大仕事 The Pursuit of D.B. Cooper (1981) ,
ウルフェン Wolfen (1981) ,
宇宙の7人 Battle Beyond the Stars (1980) ,
モンスター・パニック Humanoids from the Deep (1980) ,
赤いドレスの女 The Lady in Red (1979) ,
ジュラシック・ジョーズ Up from the Depths (1979) ,
Norman and the Killer (1978) ,
The Watcher (1978) ,
ダイヤルM A Perfect Murder (1998) ,
Wayward Son (1999) ,
ポストマン The Postman (1997) ,
ディアボロス/悪魔の扉 Devil's Advocate (1997) ,
ベスト・フレンズ・ウェディング My Best Friend's Wedding (1997) ,
ファーザーズ・デイ Fathers' Day (1997) ,
刑事コロンボ/白鳥の歌 Columbo: Swan Song (1974) ,
ダンテズ・ピーク Dante's Peak (1997) ,
素晴らしき日 One Fine Day (1996) ,
トリガー・エフェクト The Trigger Effect (1996) ,
レイジング・ブレット/復讐の銃弾 Eye for an Eye (1996) ,
陪審員 The Juror (1996) ,
真実の行方 Primal Fear (1996) ,
スペースジャム Space Jam (1996) ,
理由 Just Cause (1995) ,
アウトブレイク Outbreak (1995) ,
ウォーターワールド Waterworld (1995) ,
フレンチ・キス French Kiss (1995) ,
ER～緊急救命室～ ER -Emergency Room- (1994) ,
ジュニア Junior (1994) ,
ワイアット・アープ Wyatt Earp (1994) ,
わかれ路 Intersection (1994) ,
聖者の眠る街 The Saint of Fort Washington (1993) ,
逃亡者 The Fugitive (1993) ,
デーヴ Dave (1993) ,
フォーリング・ダウン Falling Down (1993) ,
生きてこそ Alive (1993) ,
ミッドナイト・スティング Diggstown (1992) ,
アメリカン・ハート American Heart (1992) ,
摩天楼を夢みて Glengarry Glen Ross (1992) ,
ナイト・アンド・ザ・シティ Night and the City (1992) ,
マン・イン・ザ・ムーン/あこがれの人 The Man in the Moon (1991) ,
愛の選択 Dying Young (1991) ,
ラルフ一世はアメリカン King Ralph (1991) ,
わが街 Grand Canyon (1991) ,
真実の瞬間(とき) Guilty by Suspicion (1991) ,
マイ・ガール My Girl (1991) ,「My Girl」The Temptations
サウス・キャロライナ/愛と追憶の彼方 The Prince of Tides (1991) ,
スリーメン＆リトルレディ 3 Men and a Little Lady (1990) ,
フラットライナーズ Flatliners (1990) ,
"キャデラック/俺たちの1,000マイル Coupe de ville (1990) ",
死の標的 Marked for Death (1990) ,
プリティ・ウーマン Pretty Woman (1990) ,"「Oh, Pretty Woman(プリティ・ウーマン)」Roy Orbison(ロイ・オービソン)"
メジャーリーグ Major League (1989) ,
ザ・パッケージ/暴かれた陰謀 The Package (1989) ,
ダルク家の三姉妹 Some Girls (1989) ,
タップ Tap (1989) ,
プロミスト・ランド/青春の絆 Promised Land (1988) ,
Five Corners (1987) ,
800万の死にざま 8 Million Ways to Die (1986) ,
ワイルドキャッツ Wildcats (1986) ,
ヘッド・オフィス Head Office (1986) ,
Nobody's Fool (1986) ,
タフガイ Tough Guys (1986) ,
マイ・ハート、マイ・ラブ Playing by Heart (1998) ,
"Goodbye, Lover (1999) ",
マーキュリー・ライジング Mercury Rising (1998) ,
輝きの海 Swept from the Sea (1997) ,
スカーレット・レター The Scarlet Letter (1995) ,
遙かなる夢・ニューヨーク物語 Across the Sea of Time (1995) ,
"輝きの大地 Cry, the Beloved Country (1995) ",
スペシャリスト The Specialist (1994) ,
幸福の条件 Indecent Proposal (1993) ,
マイ・ライフ My Life (1993) ,
ルビー・カイロ Ruby Cairo (1993) ,
チャーリー Chaplin (1992) ,
ダンス・ウィズ・ウルブズ Dances with Wolves (1990) ,
マスカレード/甘い罠 Masquerade (1988) ,
007/リビング・デイライツ The Living Daylights (1987) ,「The Living Daylights(リヴィング・デイライツ)」a-ha
ゴールデン・チャイルド The Golden Child (1986) ,
ペギー・スーの結婚 Peggy Sue Got Married (1986) ,
ハワード・ザ・ダック/暗黒魔王の陰謀 Howard the Duck (1986) ,
白と黒のナイフ Jagged Edge (1985) ,
愛と哀しみの果て Out of Africa (1985) ,
007/美しき獲物たち A View to a Kill (1985) ,「A View To A Kill(美しき獲物たち)」Duran Duran(デュラン・デュラン)
コットンクラブ The Cotton Club (1984) ,
ハメット Hammett (1983) ,
007/オクトパシー Octopussy (1983) ,「All Time High(オール・タイム・ハイ)」Rita Coolidge(リタ・クーリッジ)
ハイ・ロード High Road to China (1983) ,
ゴールデンシール The Golden Seal (1983) ,
女優フランシス Frances (1982) ,
白いドレスの女 Body Heat (1981) ,
サンフランシスコ物語 Inside Moves (1980) ,
ベル Murder by Phone (1980) ,
ナイト・ゲーム Night Games (1980) ,
レイズ・ザ・タイタニック Raise the Titanic (1980) ,
ある日どこかで Somewhere in Time (1980) ,
ブラックホール The Black Hole (1979) ,
ハノーバー・ストリート/哀愁の街かど Hanover Street (1979) ,
007/ムーンレイカー Moonraker (1979) ,「Moonraker(ムーンレイカー)」Shirley Bassey(シャリー・バッシー)
スタークラッシュ Starcrash (1979) ,
ベッツィー The Betsy (1978) ,
ブルース・リー/死亡遊戯 Game of Death (1978) ,
ザ・ディープ The Deep (1977) ,
我が生涯の大統領/ルーズベルト夫人風雪の60年 Eleanor and Franklin: The White House Years (1977) ,
クリスマス・ツリー The Gathering (1977) ,
ホワイト・バッファロー The White Buffalo (1977) ,
キングコング King Kong (1976) ,
ロビンとマリアン Robin and Marian (1976) ,
イナゴの日 The Day of the Locust (1975) ,
恋の旅路 Love Among the Ruins (1975) ,
007/黄金銃を持つ男 The Man with the Golden Gun (1974) ,「The Man With The Golden Gun(黄金銃を持つ男)」Lulu(ルル)
ダブ The Dove (1974) ,
夕映え The Tamarind Seed (1974) ,
フォロー・ミー Follow Me! (The Public Eye) (1972) ,
不思議の国のアリス Alice's Adventures in Wonderland (1972) ,
007/ダイヤモンドは永遠に Diamonds Are Forever (1971) ,「Diamonds Are Forever(ダイアモンドは永遠に)」Shirley Bassey(シャーリー・パッシー)
美しき冒険旅行 Walkabout (1971) ,
マ－フィの戦い Murphy's War (1971) ,
"クイン・メリー/愛と悲しみの生涯 Mary, Queen of Scots (1971) ",
最後の谷 The Last Valley (1970) ,
モンテ・ウォルシュ Monte Walsh (1970) ,
真夜中のカーボーイ Midnight Cowboy (1969) ,
007/女王陛下の007 On Her Majesty's Secret Service (1969) ,
華やかな情事 Petulia (1968) ,
夕なぎ Boom (1968) ,
冬のライオン The Lion in Winter (1968) ,
007/007は二度死ぬ You Only Live Twice (1967) ,「You Only Live Twice(007は二度死ぬ)」Nancy Sinatra(ナンシー・シナトラ)
逃亡地帯 The Chase (1966) ,
野生のエルザ Born Free (1966) ,
ナック The Knack... and How to Get It (1965) ,
007/サンダーボール作戦 Thunderball (1965) ,「Thunderball(サンダーボール)」Tom Jones(トム・ジョーンズ)
雨の午後の除霊祭 Seance on a Wet Afternoon (1964) ,
ズール戦争 Zulu (1964) ,
007/ゴールドフィンガー Goldfinger (1964) ,「Goldfinger(ゴールドフィンガー)」Shirley Bassey(シャーリー・バッシー)
007/ロシアより愛をこめて From Russia with Love (1963) ,「From Russia With Love(ロシアより愛をこめて)」Matt Monro(マット・モンロー)
007/ドクター・ノオ (007は殺しの番号) Dr. No (1962) ,「James Bond Theme(ジェームズ・ボンド・テーマ)」
HANA-BI (1997) ,
もののけ姫 Princess Mononoke (1997) ,「もののけ姫」米良美一
紅の豚 Porco Rosso (1992) ,「さくらんぼの実る頃」加藤登紀子
魔女の宅急便 Kiki's Delivery Service (1989) ,
となりのトトロ My Neighbor TOTORO (1988) ,
天空の城ラピュタ Laputa: Castle in the sky (1986) ,
風の谷のナウシカ Nausicaa of Valley of Wind (1984) ,「風の谷のナウシカ」安田成美
パラサイト・イヴ Parasite Eve (1997) ,
キッズ・リターン Kids Return (1996) ,
ソナチネ Sonatine (1993) ,
あの夏、いちばん静かな海 A Scene at the Sea (1992) ,「Silent Love(Main Theme)」 
水の旅人～侍KIDS (1993) ,
はるか、ノスタルジィ (1992) ,
青春デンデケデケデケ (1992) ,
ふたり (1991) ,「草の想い～ふたり・愛のテーマ～」大林宣彦監督(作詞・唄)、久石譲(作曲・唄) 
漂流教室 (1987) ,「野性の風」今井美樹
Wの悲劇 (1984) ,"「Woman ""Wの悲劇""より」薬師丸ひろ子"
早春物語 (1985) ,
この愛の物語 (1987) ,
恋人たちの時刻 (1987) ,
春の鐘 (1985) ,
熱海殺人事件 (1986) ,
ドン松五郎の大冒険 (1988) ,
タスマニア物語 (1990) ,
福沢諭吉 (1991) ,
刑事コロンボ/悪の温室 Columbo: The Greenhouse Jungle (1972) ,
バース Birth (1984) ,
仔鹿物語 (1991) ,
エクセス・バゲッジ/シュガーな気持ち Excess Baggage (1997) ,
のら猫の日記 Manny & Lo (1996) ,
ブルー・イン・ザ・フェイス Blue in the Face (1995) ,
ゲット・ショーティ Get Shorty (1995) ,
Na Krasnom Modrom Dunaji (1997) ,
ミステリー・トレイン Mystery Train (1989) ,
ダウン・バイ・ロー Down by Law (1986) ,
SF/攻防都市 City Limits (1985) ,
ストレンジャー・ザン・パラダイス Stranger Than Paradise (1984) ,
ラブレス The Loveless (1983) ,
パーマネント・バケーション Permanent Vacation (1980) ,
シークレット・エージェント・クラブ The Secret Agent Club (1996) ,
The Babysitter's Seduction (1995) ,
ハード・クエスト Beastmaster III: The Eye of Braxus (1995) ,
"ダブルクロス/陰謀 In the Kingdom of the Blind, the Man with One Eye Is King (1995) ",
A Modern Affair (1995) ,
ビバリーヒルズを乗っ取れ！ The Taking of Beverly Hills (1992) ,
K-9000 (1991) ,
ナイトライダー2000 Knight Rider 2000 (1991) ,
Curiosity Kills (1990) ,
ダーク・エンジェル I Come in Peace (1990) ,
シャイなラブレター Secret Admirer (1985) ,
Two Fathers' Justice (1985) ,
特捜刑事マイアミ・バイス Miami Vice (1984) ,
ヴァイラス Virus (1999) ,
アベンジャーズ The Avengers (1998) ,
ソルジャー Soldier (1998) ,
Zack and Reba (1998) ,
刑事コロンボ/自縛の紐 Columbo: An Exercise in Fatality (1974) ,
Born to be ワイルド Wild America (1997) ,
ベガス・バケーション Vegas Vacation (1997) ,
フリッパー Flipper (1996) ,
ゴールド・ディガーズ/伝説の秘宝を追え！ Gold Diggers: The Secret of Bear Mountain (1995) ,
笑撃生放送！ラジオ殺人事件 Radioland Murders (1994) ,
ターミナル・ベロシティ Terminal Velocity (1994) ,
アイアン・ウィル 白銀に燃えて Iron Will (1994) ,
スクワント/伝説の勇者 Squanto: A Warrior's Tale (The Last Great Warrior) (1994) ,
インディ・ジョーンズ/若き日の大冒険 The Young Indiana Jones Chronicles (1992) ,
Jing cha gu shi III: Chao ji jing cha (1992) ,
マイ・フレンド・フランケン Frankenstein: The College Years (1991) ,
Samantha (1991) ,
Tiny Toon Adventures (1990) ,
Parent Trap Hawaiian Honeymoon (1989) ,
Parent Trap III (1989) ,
あばよ、デ・ニーロ You Talkin' to Me? (1987) ,
墓場の館 Funeral Home (1982) ,
Below the Belt (1980) ,
ポセイドン・アドベンチャー2 Beyond the Poseidon Adventure (1979) ,
アルカトラズからの脱出 Escape from Alcatraz (1979) ,
Mr. Horn (1979) ,
High Midnight (1979) ,
大いなる眠り The Big Sleep (1978) ,
原子力潜水艦浮上せず Gray Lady Down (1978) ,
"Lovey: A Circle of Children, Part II (1978) ",
Semi-Tough (1978) ,
デモン・シード Demon Seed (1977) ,
The Andros Targets (1977) ,
ガントレット The Gauntlet (1977) ,
Little Ladies of the Night (1977) ,
アウトロー The Outlaw Josey Wales (1976) ,
がんばれ！ベアーズ The Bad News Bears (1976) ,
ダーティハリー3 The Enforcer (1976) ,
The Black Bird (1975) ,
Hustling (1975) ,
キラー・エリート The Killer Elite (1975) ,
Matt Helm (1975) ,
One of Our Own (1975) ,
ガルシアの首 Bring Me the Head of Alfredo Garcia (1974) ,
Honky Tonk (1974) ,
熱い賭け The Gambler (1974) ,
組織 The Outfit (1974) ,
The Super Cops (1974) ,
Unwed Father (1974) ,
The Deadly Trackers (1973) ,
スコルピオ Scorpio (1973) ,
Shirts/Skins (1973) ,
ジュニア・ボナー/華麗なる挑戦 Junior Bonner (1972) ,
メカニック The Mechanic (1972) ,
The Nightcomers (1972) ,
A War of Children (1972) ,
Lawman (1971) ,
Chato's Land (1971) ,
Ellery Queen: Don't Look Behind You (1971) ,
Johnny Got His Gun (1971) ,
Once Upon a Dead Man (1971) ,
わらの犬 Straw Dogs (1971) ,
Hunters Are for Killing (1970) ,
Suppose They Gave a War and Nobody Came? (1970) ,
ワイルドバンチ The Wild Bunch (1969) ,
刑事コロンボ/歌声の消えた海 Columbo: Troubled Waters (1975) ,
The Crazy World of Laurel and Hardy (1967) ,
刑事コロンボ/黄金のバックル Columbo: Old Fashioned Murder (1976) ,
Shane (1966) ,
Hogan's Heroes (1965) ,
McHale's Navy Joins the Air Force (1965) ,
For Those Who Think Young (1964) ,
McHale's Navy (1964) ,
Advise and Consent (1962) ,
The Nun and the Sergeant (1962) ,
ヴァンパイア/最期の聖戦 Vampires (1998) ,
エスケープ・フロム・L.A. Escape from L.A. (1996) ,
光る眼 Village of the Damned (1995) ,
マウス・オブ・マッドネス In the Mouth of Madness (1995) ,
Body Bags (1993) ,
ゼイリブ They Live (1988) ,
パラダイム Prince of Darkness (1987) ,
ゴースト・ハンターズ Big Trouble in Little China : 妖魔太閙小神州 (1986) ,
ハロウィン III Halloween III: Season of the Witch (1983) ,
クリスティーン Christine (1983) ,
ニューヨーク1997 Escape from New York (1981) ,
ブギーマン Halloween II (1981) ,
ザ・フォッグ The Fog (1980) ,
ハロウィン Halloween (1978) ,
ジョン・カーペンターの要塞警察 Assault on Precinct 13 (1976) ,
ダーク・スター Dark Star (1973) ,
The Resurrection of Broncho Billy (1970) ,
クロッシング・ガード The Crossing Guard (1995) ,
ブルースカイ Blue Sky (1994) ,
インディアン・ランナー The Indian Runner (1991) ,
リベンジ Revenge (1990) ,
ホット・スポット The Hot Spot (1990) ,
ブルーヒート The Last of the Finest (1990) ,
恋する人魚たち Mermaids (1990) ,「Shoop Shoop Song (It's in His Kiss)」Cher(シェール)
復讐は我が胸に Next of Kin (1989) ,
第七の予言 The Seventh Sign (1988) ,
ナインハーフ Nine 1/2 Weeks (1986) ,
スタンド・バイ・ミー Stand by Me (1986) ,「Stand By Me(スタンド・バイ・ミー)」Ben E. King(ベン・E・キング)
ニューヨーク・ベイサイド物語 Streets of Gold (1986) ,
恋はカメハメハ！ The Whoopee Boys (1986) ,
ナイルの宝石 The Jewel of the Nile (1985) ,
ショー・ダンサー Stripper (1985) ,
剃刀の刃 The Razor's Edge (1984) ,
スターマン/愛・宇宙はるかに Starman (1984) ,
ウィンディーシティ Windy City (1984) ,
ブレスレス Breathless (1983) ,
愛と青春の旅だち An Officer and a Gentleman (1982) ,「Up Where We Belong(愛と青春の旅立ち)」Joe Cocker &amp; Jennifer Warnes(ジョー・コッカー&amp;ジェニファー・ウォーンズ)
吹きだまりの町 Cannery Row (1982) ,
マイ・ライバル Personal Best (1982) ,
男の傷 Cutter's Way (1981) ,
クルージング Cruising (1980) ,
Heart Beat (1980) ,
ハードコアの夜 Hardcore (1979) ,
"When You Comin' Back, Red Ryder? (1979) ",
ブルーカラー/怒りのはみだし労働者ども Blue Collar (1978) ,
幸福の旅路 Heroes (1977) ,
カッコーの巣の上で One Flew Over the Cuckoo's Nest (1975) ,
エクソシスト The Exorcist (1973) ,
パフォーマンス/青春の罠 Performance (1970) ,
Village of the Giants (1965) ,
ウォレスとグルミット：危機一髪！ Wallace & Gromit: A Close Shave (1995) ,
ウォレスとグルミット：ペンギンに気をつけろ！ Wallace & Gromit: The Wrong Trousers (1993) ,
ウォレスとグルミット：チーズ・ホリデー Wallace & Gromit: A Grand Day Out (1992) ,
新・刑事コロンボ/死者のギャンブル Columbo: A Bird in the Hand (1992) ,
ハロウィン4/ブギーマン復活 Halloween 4: The Return of Michael Myers (1988) ,
ゴールデンボーイ Apt Pupil (1998) ,
ルール2 Urban Legends: The Final Cut (2000) ,
グリム・ブラザーズ/スノーホワイト Snow White: A Tale of Terror (1997) ,
ケーブル・ガイ The Cable Guy (1996) ,
Night Train (1995) ,
ユージュアル・サスペクツ The Usual Suspects (1995) ,
"I Have No Mouth, and I Must Scream (1995) ",
パブリック・アクセス Public Access (1993) ,
新・刑事コロンボ/恋におちたコロンボ Columbo: It's All In the Game (1993) ,
新・刑事コロンボ/4時02分の銃声 Columbo: Butterfly in Shades of Grey (1994) ,
Endurance (1998) ,
ウィズ・フレンズ With Friends Like These... (1998) ,
フェイス/オフ Face/Off (1997) ,
Les Escarpins sauvages (1994) ,
メリーに首ったけ There's Something About Mary (1998) ,
テロリスト・ゲーム2/危険な標的 Night Watch (1995) ,
男たちの挽歌II 英雄本色II: A Better Tomorrow II (1987) ,
男たちの挽歌 英雄本色: A Better Tomorrow (1986) ,
新・刑事コロンボ/死を呼ぶジグソー Columbo: Undercover (1994) ,
Robert Ludlum's The Apocalypse Watch (1997) ,
ポイズン Escape Clause (1996) ,
A Season of Hope (1995) ,
Liz: The Elizabeth Taylor Story (1995) ,
Return to Lonesome Dove (1993) ,
ダイアナ妃の真実 Diana: Her True Story (1993) ,
Lethal Exposure (1993) ,
Age of Treason (1993) ,
ハードラック Sunset Grill (1993) ,
悪女からのラブコール Personals (1990) ,
大いなる遺産 Great Expectations (1989) ,
"If It's Tuesday, It Still Must Be Belgium (1987) ",
帰ってきたシャーロック・ホームズ The Return of Sherlock Holmes (1987) ,
スパイ大混戦 The Trouble with Spies (1987) ,
Lost in London (1985) ,
"My Wicked, Wicked Ways... The Legend of Errol Flynn (1985) ",
プロテクター The Protector 威龍猛探 (1985) ,
Lassiter (1984) ,
地獄で眠れ The Evil That Men Do (1984) ,
マネーハンティングUSA/500万ドルを追いかけろ Finders Keepers (1984) ,
新・刑事コロンボ/奇妙な助っ人 Columbo: Strange Bedfellows (1995) ,
ゴースト・イン・京都 The House Where Evil Dwells (1982) ,
新・刑事コロンボ/殺意の斬れ味 Columbo: A Trace of Murder (1997) ,
Arabian Adventure (1979) ,
The Outsider (1979) ,
パワープレイ Power Play (1978) ,
Wolf Lake (1978) ,
The Ritz (1976) ,
ローヤル・フラッシュ Royal Flash (1975) ,
Assault on Agathon (1975) ,
ジャガーノート Juggernaut (1974) ,
女ガンマン・皆殺しのメロディ Hannie Caulder (1972) ,
新・刑事コロンボ/復讐を抱いて眠れ Columbo: Ashes to Ashes (1998) ,
The Persuaders (1971) ,
華麗なる悪 Sinful Davey (1969) ,
The Bed Sitting Room (1969) ,
マジック・クリスチャン The Magic Christian (1969) ,
クルーゾー警部 Inspector Clouseau (1968) ,
ザ・モンキーズ/恋の合言葉HEAD! (1968) ,
タッチャブル The Touchables (1968) ,
ジョン・レノンの僕の戦争 How I Won the War (1967) ,
ローマで起った奇妙な出来事 A Funny Thing Happened on the Way to the Forum (1966) ,
MASTERキートン(マスターキートン) MASTER KEATON (1998) ,「eternal wind」Blue
NIGHT HEAD (1994) ,
NIGHT HEAD (1992) ,
刑事コロンボ/逆転の構図 Columbo: Negative Reaction (1974) ,
ガメラ3/邪神覚醒 Gamera 3: Revenge of Iris (1999) ,「もういちど教えてほしい」ユリアーナ・シャノー(歌)、金子修介(作詞)、大谷幸(作曲)
ガメラ2/レギオン襲来 Gamera 2: Assault of the Legion (1996) ,「そら」ウルフルズ
ガメラ/大怪獣空中決戦 Gamera: Guardian of the Universe (1995) ,「神話」爆風スランプ
ラッシュアワー Rush Hour (1998) ,
タンゴ Tango (1998) ,
ランナウェイ Money Talks (1997) ,
Something to Believe In (1997) ,
刑事コロンボ/祝砲の挽歌 Columbo: By Dawn's Early Light (1974) ,
ビバリー・ヒルビリーズ/じゃじゃ馬億万長者 The Beverly Hillbillies (1993) ,
F/X2 イリュージョンの逆転 (1991) ,
ベルリンブルース Berlin Bluees (1988) ,
ダーティハリー5 The Dead Pool (1988) ,
第四の核 The Fourth Protocol (1987) ,
ブラックライダー Black Moon Rising (1986) ,
危険な誘惑 The Ladies Club (The Violated) (1986) ,
ドクターストップ/全員感染 (ドクターズ・アカデミー/全員暴走中！) Bad Medicine (1985) ,
マイアミ殺人事件 (殺しの季節) The Mean Season (1985) ,
放課後 The New Kids (1985) ,
ミスター・タンク Tank (1984) ,
ダン・エイクロイドのDr.デトロイトを探せ！ Doctor Detroit (1983) ,
バイオレント・サタデー The Osterman Weekend (1983) ,
スティング2 The Sting II (1983) ,
ダーティハリー4 Sudden Impact (1983) ,
悪魔の棲む家PART2 Amityville II: The Possession (1982) ,
処刑教室 Class of 1984 (1982) ,
Fast-Walking (1982) ,
セダクション/盗撮された女 The Seduction (1982) ,
誰かが見ている A Stranger Is Watching (1982) ,
新・おかしな二人/バディ・バディ Buddy Buddy (1981) ,
おかしなおかしな石器人 Caveman (1981) ,
The Fridays of Eternity (1981) ,
バトルクリーク・ブロー Battle Creek Brawl (1980) ,
ブルベイカー Brubaker (1980) ,
コンペティション The Competition (1980) ,
マーチン・シーン/アルバート・フィニーの大強奪 Loophole (1980) ,
0086笑いの番号 The Nude Bomb (1980) ,
Serial (1980) ,
世界崩壊の序曲 When Time Ran Out... (1980) ,
エアポート'80 Airport '79 (1979) ,
悪魔の棲む家 The Amityville Horror (1979) ,
ブールバード・ナイト Boulevard Nights (1979) ,
オフサイド7 Escape to Athena (1979) ,
チャールズ・ブロンソン/愛と銃弾 Love and Bullets (1979) ,
スペースキャット The Cat from Outer Space (1978) ,
マニトウ The Manitou (1978) ,
Nunzio (1978) ,
トニーVSティア/マジカルパワー大激突 (続・星の国から来た仲間) Return from Witch Mountain (1978) ,
アニマル大戦争 Day of the Animals (1977) ,
ジェット・ローラー・コースター Rollercoaster (1977) ,
テレフォン Telefon (1977) ,
鷲は舞いおりた The Eagle Has Landed (1976) ,
スカイ・ライダーズ Sky Riders (1976) ,
Special Delivery (1976) ,
セント・アイブス St. Ives (1976) ,
さすらいの航海 Voyage of the Damned (1976) ,
四銃士 The Four Musketeers (1975) ,
マスター・ガンファイター The Master Gunfighter (1975) ,
黄金の針 Golden Needles (1974) ,
Man on a Swing (1974) ,
突破口！ Charley Varrick (1973) ,
燃えよドラゴン Enter the Dragon (1973) ,
黄金の指 Harry in Your Pocket (1973) ,
黄金のプロジェクター Hit! (1973) ,
ダーティハリー2 Magnum Force (1973) ,
The Neptune Factor (1973) ,
シノーラ Joe Kidd (1972) ,
ブラック・エース Prime Cut (1972) ,
激怒 Rage (1972) ,
サンタマリア特命隊 The Wrath of God (1972) ,
白い肌の異常な夜 The Beguiled (1971) ,
ダーティハリー Dirty Harry (1971) ,
大自然の闘争/驚異の昆虫世界 The Hellstrom Chronicle (1971) ,
危険な国から愛をこめて Mrs. Pollifax--Spy (1971) ,
課外教授 Pretty Maids All in a Row (1971) ,
I Love My Wife (1970) ,
Imago (1970) ,
戦略大作戦 Kelly's Heroes (1970) ,
"愛して愛して子猫ちゃん Pussycat, Pussycat, I Love You (1970) ",
THX-1138 (1970) ,
WUSA (1970) ,
革命戦士ゲバラ！ Che! (1969) ,
猫 Eye of the Cat (1969) ,
暗殺 The Brotherhood (1968) ,
ブリット Bullitt (1968) ,
マンハッタン無宿 Coogan's Bluff (1968) ,
女狐 The Fox (1968) ,
太平洋の地獄 Hell in the Pacific (1968) ,
スパイ大作戦/薔薇の秘密指令 Mission Impossible Versus the Mob (1968) ,
第三帝国の興亡 The Rise and Fall of the Third Reich (1968) ,
追いつめて殺せ！ Sol Madrid (1968) ,
"青春ダイナマイト Where Angels Go, Trouble Follows (1968) ",
暴力脱獄 Cool Hand Luke (1967) ,
シークレット！シークレット！ The President's Analyst (1967) ,
恐怖のアマゾン脱出 Sullivan's Empire (1967) ,
ベネチタ事件 The Venetian Affair (1967) ,
Who's Minding the Mint? (1967) ,
スパイ大作戦 Mission: Impossible (1966) ,
ブルーライト作戦 I Deal In Danger (1966) ,
Murderers' Row (1966) ,
月世界宙がえり Way... Way Out (1966) ,
目かくし Blindfold (1965) ,
シンシナティ・キッド The Cincinnati Kid (1965) ,
Dark Intruder (1965) ,
殺しのエージェント The Liquidator (1965) ,
泥棒を消せ Once a Thief (1965) ,
危険がいっぱい Les Felins (1964) ,
ライノ！ Rhino! (1964) ,
スター・トレック4/故郷への長い道 Star Trek IV: The Voyage Home (1986) ,
バーシティ・ブルース Varsity Blues (1999) ,
Trixie (2000) ,
アット・ファースト・サイト/あなたが見えなくても At First Sight (1999) ,
相続人 The Gingerbread Man (1998) ,
乙女座殺人事件 January Man (1989) ,
NY検事局 Night Falls on Manhattan (1997) ,
アフターグロウ Afterglow (1997) ,
コレクター Kiss the Girls (1997) ,
ラストダンス Last Dance (1996) ,
グース Fly Away Home (1996) ,
ボディ・ショット Body Shots (1999) ,
マイアミ・ラプソディー Miami Rhapsody (1995) ,
ザ・インターネット The Net (1995) ,
シカゴホープ Chicago Hope (1994) ,
ゲッタウェイ The Getaway (1994) ,
ネル Nell (1994) ,
クイズ・ショウ Quiz Show (1994) ,
タイムコップ Timecop (1994) ,
蜘蛛女 Romeo Is Bleeding (1993) ,
ショート・カッツ Short Cuts (1993) ,
リバー・ランズ・スルー・イット A River Runs Through It (1992) ,
リトルマン・テイト Little Man Tate (1991) ,
ハート・ブルー Point Break (1991) ,
運命の逆転 Reversal of Fortune (1990) ,
モダーンズ The Moderns (1988) ,
メイド・イン・ヘブン Made in Heaven (1987) ,
ヒッチャー The Hitcher (1986) ,
トラブル・イン・マインド Trouble in Mind (1985) ,
燃えつきるまで Mrs. Soffel (1984) ,
ハーヴェイ・ミルク The Times of Harvey Milk (1984) ,
ネバー・クライ・ウルフ Never Cry Wolf (1983) ,
アウト・オブ･タウナーズ The Out-of-Towners (1999) ,
"サウス・パーク South Park: Bigger, Longer and Uncut (1999) ",
サイモン・バーチ Simon Birch (1998) ,
マイ・ジャイアント My Giant (1998) ,
パッチ・アダムス Patch Adams (1998) ,
ジャングル・ジョージ George of the Jungle (1997) ,
イン＆アウト In & Out (1997) ,
ゴースト・オブ・ミシシッピー Ghosts of Mississippi (1996) ,
僕のボーガス Bogus (1996) ,
ファースト・ワイフ・クラブ The First Wives Club (1996) ,
ミスター・コンプレックス/結婚恐怖症の男 Mother (1996) ,
アメリカン・プレジデント The American President (1995) ,
ノース/ちいさな旅人 North (1994) ,
彼と彼女の第2章 Forget Paris (1995) ,
シティ・スリッカーズ2/黄金伝説を追え City Slickers II: The Legend of Curly's Gold (1994) ,
アダムス・ファミリー2 Addams Family Values (1993) ,
めぐり逢えたら Sleepless in Seattle (1993) ,
愛が微笑む時 Heart and Souls (1993) ,
ア・フュー・グッドメン A Few Good Men (1992) ,
天使にラブ・ソングを・・・ Sister Act (1992) ,
アダムス・ファミリー The Addams Family (1991) ,
シティ・スリッカーズ City Slickers (1991) ,
結婚記念日 Scenes from a Mall (1991) ,
ミザリー Misery (1990) ,
恋人たちの予感 When Harry Met Sally... (1989) ,
ワイルド・チェイス Bait (2000) ,
ターザン Tarzan (1999) ,
リターン・トゥ・パラダイス Return to Paradise (1998) ,
コン・エアー Con Air (1997) ,
スピード2 Speed 2: Cruise Control (1997) ,
モル・フランダース Moll Flanders (1996) ,
ツイスター Twister (1996) ,
暗殺者 Assassins (1995) ,
バッドボーイズ Bad Boys (1995) ,
フェア・ゲーム Fair Game (1995) ,
マネートレイン Money Train (1995) ,
ママのフィアンセ/結婚に異議あり！ Man of the House (1995) ,
ボーン・ワイルド/サバンナに生きて Born Wild (1995) ,
ゆかいな天使(ペット)/トラブるモンキー Monkey Trouble (1994) ,
スピード Speed (1994) ,「Speed(スピード)」Billy Idol(ビリー・アイドル)
結婚ゲーム Starting Over (1979) ,
山猫は眠らない Sniper (1993) ,
