101回目のプロポーズ (1991) ,0.8950975307970634,1.024429665705963
フレディVSジェイソン Freddy vs. Jason (2003) ,0.9005077687445733,1.020062874660187
スマイル 聖夜の奇跡 (2007) ,0.8879459322620646,1.005094979602672
あしたの、喜多善男～世界一不運な男の、奇跡の11日間～ (2008) ,0.9922926423069722,1.0039808456372334
ホーホケキョ となりの山田くん (1999) ,0.9965106919381811,1.0
007/リビング・デイライツ The Living Daylights (1987) ,0.9935716008569287,0.8333333333333333
おいしい関係 (1996) ,0.9120978721549764,0.6283319185059423
八丁堀の七人7 (2006) ,0.879910466975631,0.508991008991009
時代屋の女房 (2006) ,0.9378698160332685,0.5077254571481419
怪談新耳袋 ノブヒロさん (2006) ,0.9888220802870449,0.50475934551419
あずみ (2003) ,0.8953468067722332,0.3524913263841912
スーパークロス Supercross (2005) ,0.9222275554050027,0.3475202129485234
ずっとあなたが好きだった (1992) ,0.9880285530787076,0.3391019138218689
タクミくんシリーズ そして春風にささやいて (2007) ,0.9053224017403484,0.3384369818343271
禁断の果実 (1994) ,0.9044412376829459,0.3273038844336443
東京タワー～オカンとボクと、時々、オトン～ (2007) ,0.939905523106031,0.2890085272002839
オトコマエ！ (2008) ,0.8885447004407008,0.26964031633632246
ウォンテッド Wanted (2008) ,0.8635666229841651,0.2692910761282034
明日への遺言 (2008) ,0.8953468067722332,0.26891128756649485
恋しくて (2007) ,0.8753112363719777,0.25447944483579943
四月の雪 April Snow (2005) ,0.9856727313622926,0.25398583842264244
こちら本池上署 (2004) ,0.9917936131225714,0.25
大帝の剣 (2007) ,0.9384538620466308,0.21581166237187635
劇場版 仮面ライダーキバ 魔界城の王 (2008) ,0.8900491666680787,0.21309002410291294
砂時計 Sands' Chronicle (2008) ,0.8951081416847088,0.20513142815736465
遠山金志郎美容室 (1994) ,0.9840841415367888,0.20506528299169122
誰にも言えない (1993) ,0.9916869810893757,0.2
Yoshi原作 翼の折れた天使たち (2007) ,0.9221698750470998,0.1856702330299828
ダイヤモンドの恋 (2005) ,0.8998835476674206,0.18056120144534776
恋におちたら～僕の成功の秘密～ (2005) ,0.9136288589542714,0.18046526586620926
フライング☆ラビッツ Flying Rabbits (2008) ,0.9836151773169309,0.1734783364664307
月 The Moon (2000) ,0.9358703771445627,0.16999100711346304
ホームワーク (1992) ,0.9892232078033381,0.16666666666666666
理想の結婚 (1997) ,0.9182891293115731,0.1578636732845235
Sweet Rain 死神の精度 (2008) ,0.8989811303830432,0.15557036199120788
芋たこなんきん (2006) ,0.9223812902556942,0.14898398750803352
生徒諸君！ (2007) ,0.8637069078424964,0.14784724553914402
THE WINDS OF GOD -KAMIKAZE- (2006) ,0.9835652907657926,0.14714629599316761
ブロッコリー (2007) ,0.8828594776568841,0.1432494134380789
どんど晴れ (2007) ,0.9874183535858507,0.14285714285714285
友達の恋人 (1997) ,0.9163448797424326,0.14127317002864895
佐々木夫妻の仁義なき戦い (2008) ,0.9310671075674314,0.14051926577459112
恋は負けない Loser (2000) ,0.9829667269123067,0.1401012136629544
わたしたちの教科書 (2007) ,0.9861296702694455,0.1380952380952381
女帝 (2007) ,0.9133866707401981,0.13170809108256193
I am 日本人 (2006) ,0.9017207783472742,0.1278584898932672
ナニワ金融道6 (2005) ,0.9864523235004177,0.125
打撃天使ルリ (2008) ,0.9282763564683051,0.12330138385918907
築地魚河岸三代目 (2008) ,0.9323398146454617,0.12003194708234233
27歳の夏休み (2005) ,0.8565325463162176,0.11902583251341219
超少女REIKO (1991) ,0.9125621985278081,0.11462468148771535
超劇場版 ケロロ軍曹2 深海のプリンセスであります！ (2007) ,0.9177601955009316,0.11294109319407755
ナニワ金融道5 (2000) ,0.9864523235004177,0.1111111111111111
Yoshi最新作 翼の折れた天使たち (2006) ,0.9221698750470998,0.10573173576000032
ポセイドン Poseidon (2006) ,0.9812230251118927,0.10564274068631233
今週、妻が浮気します (2007) ,0.8740771818714617,0.10336684293828553
憑神(つきがみ) (2007) ,0.9802796789671674,0.10263157894736842
ナニワ金融道4 (1999) ,0.9864523235004177,0.1
ミステリー民俗学者 八雲樹 (2004) ,0.918651856532481,0.09894721538876174
誰かが彼女を愛してる (1992) ,0.8514381907522476,0.09870989131409462
失踪HOLIDAY (2007) ,0.9691182441440689,0.09741645698511148
立つどうぶつ物語 (2005) ,0.9807395145823292,0.09155469095220425
ナニワ金融道3 (1998) ,0.9864523235004177,0.09090909090909091
愛をください (2000) ,0.9219324761147729,0.08656339442259574
私の頭の中の消しゴム アナザーレター (2006) ,0.9286607877063,0.08575027367979612
ビッグウイング Big Wing (2001) ,0.9401902198191098,0.08368423626577537
ナニワ金融道2 (1996) ,0.9864523235004177,0.08333333333333333
イレイザー Eraser (1996) ,0.8977770586069562,0.08320386360561166
セクシーボイスアンドロボ Sexy Voice and Robo (2007) ,0.8830819698805018,0.08127956164608682
ラスベガスをぶっつぶせ 21 (2008) ,0.9796495159947092,0.08081970043216782
トルク Torque (2004) ,0.9097907067748413,0.08040637388463476
THE焼肉MOVIE プルコギ (2007) ,0.9695052337648912,0.07968615412177152
トップセールス Top Sales (2008) ,0.906909976596719,0.07866607192565815
素敵な夜、ボクにください (2007) ,0.9467559259917048,0.07835693503780149
赤い文化住宅の初子 (2007) ,0.8904440847902569,0.07812934208381088
ナニワ金融道 (1996) ,0.9864523235004177,0.07692307692307693
レガッタ～君といた永遠 Regatta (2006) ,0.9466812328954854,0.07669406501630863
演歌の女王 (2007) ,0.9603601551484063,0.07608556389918722
HOTEL (1998) ,0.9783146299848366,0.07599386429173663
新・京都迷宮案内 (2006) ,0.9097907067748413,0.07490574129907374
DEATH NOTE デスノート the Last name (2006) ,0.8895364585570852,0.07331316966999127
鈍獣 (2009) ,0.8903759739864632,0.0727356804035646
ラストプレゼント～娘と生きる最後の夏 (2004) ,0.9733896767163163,0.07237186200324856
永遠の君へ (2004) ,0.9735186653439557,0.07124251705197315
アフタースクール After School (2008) ,0.9319091912093465,0.07033112532208136
ちびまる子ちゃん (2006) ,0.9740129565269272,0.07019704433497537
浅草ふくまる旅館 (2007) ,0.9331353579548459,0.06820017191408151
Ns'(ナース)あおい (2006) ,0.8598969289468597,0.0658595792514827
君と出逢ってから (1996) ,0.9418755857743644,0.06385150882597329
仮面ライダー電王 (2007) ,0.9197419716278286,0.06362233432380962
闘茶 tea fight (2008) ,0.973273249549349,0.06351430955051549
キャッチ ア ウェーブ Catch a Wave (2006) ,0.8703515337139981,0.06351012639401586
この世の果て (1994) ,0.8931192199633134,0.06324297163318597
オトコの子育て (2007) ,0.9842097855784258,0.0625
Ns'(ナース)あおい スペシャル 桜川病院最悪の日 (2006) ,0.8598969289468597,0.062176920569761894
"ベスト・キッド2 The Karate Kid, Part II (1986) ",0.8922333068430979,0.06186508970086848
ONE PIECE ワンピース THE MOVIE エピソード オブ チョッパー プラス 冬に咲く、奇跡の桜 (2008) ,0.9389558451082314,0.06181617256822562
ベスト・キッド4 The Next Karate Kid (1994) ,0.9732592072104294,0.06171588967717006
あんどーなつ (2008) ,0.9420247625088032,0.06137345330893718
僕と彼女と彼女の生きる道 (2004) ,0.8755194865547911,0.060246321587409
口裂け女2 (2008) ,0.8725675896279381,0.0602082193980746
きみにしか聞こえない (2007) ,0.944597964122267,0.06018137035378414
ユモレスク 逆さまの蝶 (2006) ,0.9672730760464849,0.06012646258082769
まじめにふまじめ かいけつゾロリ なぞのお宝大さくせん (2006) ,0.9711471938078452,0.059714795008912656
TOPLESS (2008) ,0.9833224876592513,0.058823529411764705
僕と彼女と彼女の生きる道 スペジャル (2004) ,0.8755194865547911,0.057591105020877005
ウォーターボーイズ WATER BOYS (2003) ,0.8909505226828737,0.056558993295223736
