ぼくの妹 (2009) ,ふたり,いきものがかり
ゼロの焦点 (2009) ,愛だけを残せ,中島みゆき
ママはニューハーフ (2009) ,DIAMOND,森大輔
スマイル Smile (2009) ,ありあまる富,椎名林檎
京都地検の女 (2009) ,桜の実の熟する時,THE ALFEE
湯けむりスナイパー (2009) ,山の音,クレイジーケンバンド
大好き！五つ子 We Love Quintuplets (2009) ,ノスタルジア,中島愛(なかじまめぐみ)
夫婦道 (2009) ,早春譜,海援隊
セレぶり3 Celebry3 (2009) ,さぁ行こう！,YA-KYIM
帰ってくるのか!? 33分探偵 (2009) ,Secret Code,KinKi Kids
帰ってこさせられた33分探偵 (2009) ,Secret Code,KinKi Kids
婚カツ！ (2009) ,ウェディング・ベル,PUFFY … Sugarのヒット曲のカヴァー。
今度の日曜日に (2009) ,虹の向こう側,ユンナ
幸せはシャンソニア劇場から Faubourg 36 (Paris 36) (2008) ,Loin de Paname(パリ、愛してる),ノラ・アルネゼデール(ドゥース)
ゴッドハンド輝 (2009) ,Around ザ world 少年,ONE OK ROCK(ワンオクロック)
アタシんちの男子 (2009) ,Infinity,GIRL NEXT DOOR
BOSS (2009) ,My Best Of My Life,Superfly
イケ麺そば屋探偵～いいんだぜ！～ Ike-Men Soba-Ya Tantei (2009) ,いいんだぜ～君がいてくれれば～,藤木直人 … 中島らもさんの曲をカバー。
漂流ネットカフェ (2009) ,Brave Heart (Remix),MAY'S
アイシテル～海容～ (2009) ,アイシテル,MONKEY MAJIK
オンナゴコロ Girl with frigidity in Tokyo (2009) ,天使の秘密,FRORENCE
ケータイ恋愛ドラマ 100シーンの恋 (2007) ,砂,奥村初音
ケータイ恋愛ドラマ 100シーンの恋 Vol.2 (2008) ,小さな部屋,柴崎コウ
ケータイ恋愛ドラマ 100シーンの恋 Vol.3 (2008) ,Joy of Love,SATOMI'
サマーウォーズ Summer Wars (2009) ,僕らの夏の夢,山下達郎 … アニメ映画への曲提供は初めて。
ごくせん THE MOVIE (2009) ,プルメリア～花唄～,Aqua Timez
パラレル～愛はすべてを乗り越える―。 Parallel (2009) ,SMILES(スマイルズ),島谷ひとみ
名探偵の掟 (2009) ,ファイティングポーズの詩(うた),馬場俊英
ホームレス中学生2 (2009) ,Here,天上智喜//CLLFF EDGE
インスタント沼 (2009) ,ミス・イエスタデイ,YUKI
就活のムスメ (2009) ,晴れ時々雨,傳田真央
君の瞳をタイホする！ (1988) ,You were mine,久保田利伸
抱きしめたい！ I WANNA HOLD YOUR HAND (1988) ,アクアマリンのままでいて,カルロス・トシキ＆オメガトライブ
愛しあってるかい！ (1989) ,学園天国,小泉今日子
君が嘘をついた (1988) ,GET CRAZY!,プリンセス・プリンセス
ニセ札 (2009) ,あなたが泣くことはない,ASKA
守護天使 (2009) ,僕にできる事のすべて,Asia Engineer(エイジア エンジニア)
魔女裁判 The Witch Trial (2009) ,化身,福山雅治
蟹工船 (2009) ,風人,NICO Touches the Walls(ニコ・タッチズ・ザ・ウォールズ)
カンフーシェフ Kung Fu Chefs 功夫厨神 (2009) ,龍頭刀,サモ・ハン・キンポー(ラップ部分を担当)
いけちゃんとぼく (2009) ,あしたの空,渡辺美里
エクスペンダブルズ The Expendables (2010) ,絆-KIZUNA-,長渕剛
LOVE GAME (2009) ,Love player,鍵山由佳
ザ・クイズショウ The Quiz Show (2009) ,明日の記憶,嵐
白い春 (2009) ,横顔,阪井あゆみ
夜光の階段 (2009) ,CRIME OF LOVE,藤木直人
アニと僕の夫婦喧嘩 (2009) ,光,城南海
おみやさん (2008) ,永遠(とわ),しおり
いとしい人 Then She Found Me (2007) ,"Cool, Clear Water",Bonnie Raitt(ボニー・レイット) … こちらの曲のエディット版のようです。オリジナル曲は、アルバム「
ビートロック☆ラブ Beatrock Love (2009) ,Shout It Loud,LOVE DIVING
携帯彼氏 (2009) ,LφST[ロスト],弓木英梨乃
細菌列島 (2009) ,私のお口が世界を救う,原紗央莉
私のなかの8ミリ (2009) ,BELIEVE,twenty4-7
築城せよ！ (2009) ,時の空,多和田えみ
にゃんこ THE MOVIE 3 (2009) ,,JUJU
わんこ THE MOVIE 2 (2008) ,,いきものがかり
コンカツ・リカツ (2009) ,今すぐKiss Me -20th-,LINDBERG(リンドバーグ)
花より男子～Boys Over Flowers (2009) ,Paradise,T-MAX
君のせい (2009) ,桜,鶴
ロス：タイム：ライフ Loss Time Life (2009) ,8cmのピンヒール,チャットモンチー
ハイキック・ガール！ High-Kick Girl! (2009) ,FUTURE,ステファニー
The Harimaya Bridge はりまや橋 (2009) ,終点～君の腕の中～,misono
坂の上の雲 (2009) ,Stand Alone,Sarah Brightman(サラ・ブライトマン)、小山薫堂(作詞)、久石譲(作曲) … 日本語で歌います。
コンクリート (2004) ,生きてる証,KING PANTHER feat...EYE
カラスコライダー (2009) ,カラスコライダー,SonSon
夏のあらし！ (2009) ,あたしだけにかけて,面影ラッキーホール
ひぐらしのなく頃に 誓 (2009) ,WHEEL OF FORTUNE(運命の輪),島みやえい子
劇場版 NARUTO-ナルト- 疾風伝 火の意志を継ぐ者 (2009) ,誰かが,PUFFY
ハード・リベンジ、ミリー ブラッディバトル Hard Revenge Milly Bloody Battle (2009) ,WITHOUT A TRACE,the GazettE
僕は君のために蝶になる Linger 蝴蝶飛 (2008) ,只有回憶,李冰冰(リー・ビンビン)
劇場版ポケットモンスター/ダイヤモンド＆パール アルセウス 超克(ちょうこく)の時空へ (2009) ,心のアンテナ,中川翔子
腐女子彼女。 (2009) ,恋のセオリー,バニラビーンズ
ブラック会社に勤めてるんだが、もう俺は限界かもしれない (2009) ,ストロベリー,TOKYO MOOD PUNKS … リリー・フランキー率いるバンド。
バスカッシュ！ Basquash! (2009) ,free,山田優
クリスマス・イヴ (1990) ,サイレント・イヴ,辛島美登里
大洗にも星はふるなり (2009) ,ココニアル,メロ☆ライド
島田洋七の佐賀のがばいばあちゃん (2009) ,ばあちゃん,朝倉美沙
親孝行プレイ (2008) ,my present,熊木杏里
子育てプレイ (2009) ,HOCUS POCUS,木村カエラ
ライアーゲーム ザ・ファイナルステージ Liar Game: The Final Stage (2010) ,Stay with You,capsule
ゲゲゲの女房 (2010) ,ありがとう,いきものがかり
私は猫ストーカー (2009) ,猫ストーカーのうた,岡村みどり＆Glenn Miyashiro
真夜中のマーチ (2007) ,シンクロ(Album Ver.),秦基博
南極料理人 (2009) ,サラウンド,ユニコーン
かりゆし先生 ちばる！ (2009) ,ラフカット ダイアモンド,MAX
ぼくとママの黄色い自転車 (2009) ,抱きしめて,さだまさし
海の上の君は、いつも笑顔。 (2009) ,MAWALU,山嵐
しあわせカモン (2009) ,ユキヤナギ,松本哲也
TAJOMARU (2009) ,PRAY,B'z
やさしい旋律 (2008) ,Blue Destiny,JYONGRI(ジョンリ)
シバトラ～童顔刑事！史上最大の危機スペシャル～ (2009) ,あたらしい日々,Every Little Thing
デザートはあなた (1993) ,プライベート,忌野清志郎＆2・3'S
プロゴルファー織部金次郎 (1993) ,いつか観た映画みたいに,忌野清志郎＆2・3'S
プロゴルファー織部金次郎3 飛べバーディー (1995) ,帰ろう,海援隊
プロゴルファー織部金次郎4 シャンク、シャンク、シャンク (1997) ,おつかれさま,海援隊
とられてたまるか!? (1994) ,見つめていたい,J-WALK
ノーボーイズ、ノークライ No Boys No Cry (The Boat) (2009) ,Deadly Lovely,iLL
山形スクリーム Yamagata Scream (2009) ,Hanky Panky,Superfly
夏の秘密 (2009) ,あなたが愛をくれたから,Metis
くもりときどきミートボール Cloudy with a Chance of Meatballs (2009) ,rainbow forecast(レインボー・フォーキャスト),中川翔子
なくもんか (2009) ,なくもんか,いきものがかり
雨に眠れ (2000) ,フォーチュン・テイラー,矢沢永吉
ひとりかくれんぼ 劇場版 (2009) ,咒葬(じゅそう),"Kagrra,"
非女子図鑑 Hijoshizukan (2009) ,エクスプレス,nangi
ノルウェイの森 Norwegian Wood (2010) ,Norwegian Wood(This Bird Has Flown) ノルウェーの森(ノーウェジアン・ウッド),The Beatles(ザ・ビートルズ)
任侠ヘルパー (2009) ,そっと きゅっと,SMAP(歌)、麻生哲朗(作詞)、久保田利伸(作曲)
恋して悪魔～ヴァンパイア☆ボーイ (2009) ,悪魔な恋,中山優馬 with B.I.Shadow(ビー.アイ.シャドー) … B.I.Shadowのメンバーは、中山優馬、松村北斗、中島健人、菊池風磨、高地優吾。
不毛地帯 The Waste Land (2009) ,,
メイド刑事(デカ) (2009) ,無敵な愛,JYONGRI(ジョンリ)
オルトロスの犬 Orthros Dog (2009) ,ヒカリひとつ,滝沢秀明
怨み屋本舗REBOOT (2009) ,夢,鴉(からす)
弁天通りの人々 (2009) ,きっかけは港町,水元秀二郎(歌)、阿木耀子(作詞)、宇崎竜童(作曲)
THE JOYUREI 女優霊 Don't Look Up (2009) ,gaze at me,DOPING PANDA
ふたつのスピカ (2009) ,瞳の先に,ORANGE RANGE
アスラクライン (2009) ,Spiral,angela
俺たちは天使だ！ (1979) ,男たちのメロディー,SHOGUN
劇場版 仮面ライダーディケイド オールライダー対大ショッカー (2009) ,The Next Decede,Gackt
セックス・アンド・ザ・シティ2 Sex and the City 2 (2010) ,Love Is Your Color(ラブ・イズ・ユア・カラー),Jennifer Hudson &amp; Leona Lewis … ジェニファー・ハドソンとレオナ・ルイスによるデュエット。
リミット-刑事の現場2- (2009) ,愛の灯,斉藤和義
赤鼻のセンセイ (2009) ,夢をアリガトウ,原由子(歌)、桑田佳祐(作詞・作曲)
トロと旅する THE MOVIE (2009) ,いつもごきげんニャ,トロ2キッズ
ゴーストバスターズ Ghostbusters (2016) ,Ghostbusters～Japan Original ver.～,友近、渡辺直美、椿鬼奴、山崎静代
ホッタラケの島～遥と魔法の鏡～ (2009) ,君は太陽,スピッツ
ブザー・ビート～崖っぷちのヒーロー～ Buzzer Beat (2009) ,イチブトゼンブ,B'z … B'zが月9の主題歌を担当するのは初。
華麗なるスパイ (2009) ,太陽と砂漠のバラ,TOKIO
苦い蜜～消えたレコード～ (2010) ,深愛,森本タローとスーパースター
コールセンターの恋人 (2009) ,アリガトウ,ソナーポケット
帝王 (2009) ,Break Down,AAA(トリプル・エー)
官僚たちの夏 (2009) ,STAY,コブクロ
新・警視庁捜査一課9係 (2009) ,GUILTY,V6
科捜研の女 (2009) ,I believe,木山裕策
再生の町 (2009) ,宝物,今井美樹
カフェ・ソウル Cafe Seoul (2009) ,FREE AND SHIP,the ARROWS
オトメン(乙男) (2009) ,ラバソー～lover soul～,柴咲コウ
銀色の雨 (2009) ,透徹の空,徳永英明
ケータイ刑事 銭形命(めい) (2009) ,,岡本あずさ
派遣のオスカル～「少女漫画」に愛をこめて (2009) ,DREAM GOES ON,Every Little Thing … 久々に五十嵐充がプロデュース。
キラー・ヴァージンロード Killer Virgin Road (2009) ,旅人,福山雅治
こちら葛飾区亀有公園前派出所 (2009) ,こちら葛飾区亀有公園前派出所,両さん(香取慎吾)
風に舞いあがるビニールシート (2009) ,"i say,""yes""",布施明(歌)、Tim Jensen(詞)、菅野よう子(作曲・編曲)
戦慄迷宮3D The Shock Labyrinth (2009) ,CLONE,Straightener(ストレイテナー)
猿ロック (2009) ,アン・ロック,mihimaru GT
救命病棟24時 (2009) ,その先へ,DREAMS COME TRUE feat.FUZZY CONTROL
色即ぜねれいしょん (2009) ,どうしようかな,渡辺大知(黒猫チェルシー)、峯田和伸(銀杏BOYZ)、岸田繁(くるり) … 村八分のカバー。TOWER RECORDS限定シングルとして7月8日にリリース。
KOI☆AGE～恋するアゲハ～ (2009) ,WORLD！WIDE！LOVE！,hitomi
とめはねっ！鈴里高校書道部 (2010) ,BREAK OUT!,東方神起
ダンディ・ダディ？～恋愛小説家・伊崎龍之介～ Dandy Duddy? (2009) ,Sunrise ～LOVE is ALL～,浜崎あゆみ
お姉チャンバラ THE MOVIE vorteX (2009) ,69 Balloons,Aural Vampire(オーラルヴァンパイア)
2012 (2009) ,Time for Miracles(タイム・フォー・ミラクルズ),Adam Lambert(アダム・ランバート)
誘拐ラプソディー (2010) ,元少年の歌,フラワーカンパニーズ
刺青 背負う女 (2009) ,シンカイノハモン,玉城ちはる
サイドウェイズ Sideways (2009) ,Time after Time(タイム・アフター・タイム),Cyndi Lauper(シンディ・ローパー) … アルバム「
天使急便 Reboot (2008) ,Knows the pain ,eroica
いぬばか (2009) ,絆,腐男塾
テイルズ オブ ヴェスペリア～The First Strike～ Tales of Vesperia: The First Strike (2009) ,鐘を鳴らして,BONNIE PINK
劇場版ヤッターマン 新ヤッターメカ大集合！オモチャの国で大決戦だコロン！ (2009) ,スマイライフ,ステレオポニー
湾岸ミッドナイト THE MOVIE (2009) ,Perfect Girls,Dream
くるねこ (2009) ,,
ウルトラギャラクシー 大怪獣バトル NEVER ENDING ODYSSEY (2008) ,誓い,中西圭三
大怪獣バトル ウルトラ銀河伝説 THE MOVIE (2009) ,星のように…,MISIA
東のエデン 劇場版I The King of Eden (2009) ,light prayer,school food punishment
猿ロック THE MOVIE (2010) ,Love Letter,mihimaru GT
てぃだかんかん～海とサンゴと小さな奇跡～ (2010) ,希望という名の光,山下達郎
プール Pool (2009) ,タイヨウ,佐野遊穂(ハンバート ハンバート) … 原曲は、ハンバート・ハンバート「妙なる調べ」。タワーレコード限定シングル「合奏」に収録。
懺・さよなら絶望先生 (2009) ,林檎もぎれビーム！,大槻ケンヂと絶望少女達
スリーカウント Three Count (2009) ,いつかきっと,マッスルヴィーナス
美代子阿佐ヶ谷気分 (2009) ,水のようだ,SPARTA LOCALS
スノープリンス 禁じられた恋のメロディ Snow Prince (2009) ,スノープリンス,スノープリンス合唱団、野島伸司(作詞)
わたし出すわ (2009) ,ほしいもの,辻詩音
ロボゲイシャ Robo Geisha (2009) ,LOST CONTROL,ART-SCHOOL(アートスクール)
仮面ライダーW(ダブル) (2009) ,W-B-X,上木彩矢 w TAKUYA
僕の初恋をキミに捧ぐ I give my first love to you (2009) ,僕は君に恋をする,平井堅
革命ステーション5+25 (2009) ,Starting Over,レミオロメン
ジャングル大帝～勇気が未来をかえる～ (2009) ,Step by Step,Crystal Kay … クリスタル・ケイは、声優としても参加。
よなよなペンギン (2009) ,アミーゴペンギン,ココとアミーゴペンギンズ
鉄道むすめ～Girls be ambitious!～ (2008) ,want you DARLING,阿部真央
第2写真部 (2009) ,カナリア,彩冷える-ayabie-
学校裏サイト (2009) ,GAME OVER,+Plus(プラス)
嵐がくれたもの (2009) ,夜明けを求めて,THE ALFEE
つむじ風食堂の夜 (2009) ,エスプレ,スネオヘアー … コーヒースタンドのマスター役で出演も。
幸せの贈り物 (2009) ,時の足音,コブクロ
交渉人 THE MOVIE タイムリミット 高度10000mの頭脳戦 (2010) ,ガチ桜,湘南乃風
JIN-仁- (2009) ,逢いたくていま,MISIA
イサム・カタヤマ＝アルチザナル・ライフ ISAMU KATAYAMA=ARTISANAL LIFE (2009) ,LET ME BE,GLAY
ママは昔パパだった (2009) ,人魚姫の夢(Album Version),松任谷由実
アリス・イン・ワンダーランド Alice in Wonderland (2010) ,Alice(Underground) アリス(アンダーグラウンド),Avril Lavigne(アヴリル・ラヴィーン)
THE LAST MESSAGE 海猿 THE LAST MESSAGE UMIZARU (2010) ,もっと強く,EXILE
モノクロームの少女 (2009) ,ホームタウン,スネオヘアー
マイガール (2009) ,マイガール,嵐
花のあと (2010) ,花のあと,一青窈
小公女セイラ A Little Princess (2009) ,哀しみはきっと,UVERworld
浅見光彦～最終章～ (2009) ,明日に咲く花,馬場俊英
ROMES 空港防御システム (2009) ,また朝が来る,TOKIO
バトルスピリッツ 少年激覇ダン Battle Spirits Dan (2009) ,Battle No Limit!,JAM Project
ゼブラーマン ゼブラシティの逆襲 Zebraman2 (2010) ,NAMIDA～ココロアバイテ～,ゼブラクイーン(仲里依紗)
アンを探して Looking for Anne (2009) ,ETANITY～永遠の言葉～,jimama
8月のシンフォニー -渋谷2002～2003 (2009) ,大丈夫だよ,川嶋あい
アンタッチャブル Untouchable (2009) ,Orion,GIRL NEXT DOOR
劇場版 空の境界/第七章 殺人考察(後) (2009) ,seventh heaven,Kalafina(カラフィナ)
吸血少女対少女フランケン Vampire Girl vs Frankenstein Girl (2009) ,Liquid Sunshine - V.G vs F.G version -,metalmouse
走り屋ZERO -ストリート伝説- (2009) ,スピードクイーン,D-Rive
クヒオ大佐 (2009) ,VIVA女性,クレイジーケンバンド
怪談レストラン Thriller Restaurant (2009) ,Lost Boy,SEAMO
ぼくはうみがみたくなりました (2009) ,まひるのほし,高橋直純
エッチを狙え！イヌネコ。 (2009) ,Glorious Night,相川七瀬
アサルトガールズ Assault Girls (2009) ,SCREW,KOTOKO
リアル・クローズ Real Clothes (2009) ,きっと大丈夫,坂詰美紗子
嬢王 Virgin (2009) ,君がいて,May J.
半分の月がのぼる空 (2010) ,15の言葉,阿部真央
空中ブランコ (2009) ,Upside Down,電気グルーヴ
静かなるドン 新章 (2009) ,Baccarat～バカラ,鼠先輩
宇宙(そら)へ。 Rocket Men (2009) ,宇宙(そら)へ ～Reach for the sky～,ゴスペラーズ
パーマネント野ばら (2010) ,train,さかいゆう
20世紀少年 ～もう一つの第2章～ Twentieth Century Boys 2 (2009) ,20th Century Boy,T.Rex(T・レックス)
ママはアイドル！ (1987) ,派手!!!,中山美穂
ゴールデンスランバー Golden Slumber (2010) ,Golden Slumbers,斉藤和義 … ザ・ビートルズのカヴァー。
劇場版 仮面ライダーアギト Project G4 (2001) ,事件だッ! ,ウルフルズ
東京DOGS～最悪で最高のパートナー～ (2009) ,ふたつの唇,EXILE
傍聴マニア09～裁判長！ここは懲役4年でどうすか～ (2009) ,かけら～総べての想いたちへ～,NICO Touches the Walls
交渉人2～THE NEGOTIATIOR～ (2009) ,My Style,傳田真央
エレクトロニックガール Electronic Girl (2009) ,タリナリズム,トルネード竜巻
小津の秋 (2007) ,水鏡,関口由紀
マイマイ新子と千年の魔法 Mai Mai Miracle (2009) ,こどものせかい,コトリンゴ
サムライ・ハイスクール (2009) ,孤独の太陽,monobright
オトコマエ！2 (2009) ,涙,中村雅俊
おひとりさま (2009) ,声をきかせて,BIGBANG
ギネ～産婦人科の女たち～ Gyne (2009) ,My measure(マイ メジャー),lecca
SP 野望篇 SP The Motion Picture 野望篇 (2010) ,way of life,V6
チーム・バチスタの栄光SPECIAL～新たな迷宮への招待～ (2009) ,守りたいもの,青山テルマ
白夜 Une Nuit Blanche (2009) ,雲の上の世界,野畑慎
働くゴン！ (2009) ,ちょっとずつ。,Juliet
恋時雨 コイシグレ ～恋はときどき泪が出る～ (2009) ,静かな夜,持田香織
逢いたい時にあなたはいない… (1991) ,遠い街のどこかで…,中山美穂
君の瞳に恋してる！ (1989) ,どうしようもなく恋愛,村井麻里子
キューティ・ブロンド3 Legally Blondes (2009) ,Ordinary Superstar(オーディナリー・スーパースター),Timothy Fitzpatrick and Danielle McKee(ダニエル・マッキー) … アルバム「I'll Be There (アイル・ビー・ゼア)」や、『
天使の恋 Tenshi No Koi (2009) ,Let it Go,伊藤由奈
ACACIA (2010) ,ACACIA(アカシア),持田香織(歌)、辻仁成(作詞・作曲)
深夜食堂 (2009) ,Believe in Paradise,MAGIC PARTY
チャレンジド Challenged (2009) ,Once Again,CHEMISTRY
サロゲート Surrogates (2009) ,I Will Not Bow(アイ・ウィル・ノット・バウ),Breaking Benjamin(ブレイキング・ベンジャミン)
恋うたドラマスペシャル「三日月」 (2009) ,三日月,絢香
僕らのワンダフルデイズ (2009) ,雲海,奥田民生
ONE PIECE FILM ワンピースフィルム STRONG WORLD (2009) ,fanfare,Mr.Children
ボーイズ・オン・ザ・ラン Boys on the Run (2010) ,ボーイズ・オン・ザ・ラン,銀杏BOYZ
SPACE BATTLESHIP ヤマト (2010) ,LOVE LIVES,Steven Tyler(スティーブン・タイラー)
その男、副署長 シーズン3 (2009) ,Domani～明日をつかまえて～,藤澤ノリマサ
オトメン～秋～ (2009) ,ラバソー～lover soul～,柴咲コウ
武士道シックスティーン (2010) ,Together again,MiChi
早乙女タイフーン ライフセーバー太腕繁盛記 (2001) ,渇いた胸,鳳山雅姫
左目探偵EYE (2009) ,Memories,Hey!Say!JUMP
アスラクライン2 (2009) ,オルタナティヴ,angela
今度は愛妻家 a good husband (2010) ,赤い目のクラウン,井上陽水
Xmasの奇蹟 (2009) ,最愛のひと,パク・ヨンハ
無防備 (2008) ,花道,齊藤さっこ
チーム・バチスタ第2弾 ナイチンゲールの沈黙 (2009) ,守りたいもの,青山テルマ
ラストメール Message from SUNS & RIVER (2008) ,Miss You,美元智衣
彼岸島 (2010) ,命ノゼンマイ,9mm Parabellum Bullet
悪夢のエレベーター (2009) ,AIO～愛をください～,タカチャ
テイルズ オブ シンフォニア THE ANIMATION テセアラ編 (2010) ,天空のカナリア,水樹奈々
死刑台のエレベーター (2010) ,ベッドタイムストーリー,Jazztronik feat.YUKI
仮面ライダー×仮面ライダー W(ダブル)＆ディケイド MOVIE大戦2010 (2009) ,Stay the Decade Alive,Gackt
行列48時間 (2009) ,聖者の行進,小林桂
Fate/stay night - UNLIMITED BLADE WORKS (2010) ,Voice～辿りつく場所～,タイナカサチ
東京島 (2010) ,(You Make Me Feel Like) A Natural Woman (ナチュラル・ウーマン),Superfly … Aretha Franklin(アレサ・フランクリン)のカバー曲。アルバム「
私の優しくない先輩 (2010) ,MajiでKoiする5秒前,Umika as Yamako … 1997年の
パコダテ人 (2002) ,炭酸水,Whiteberry
ガラス色の恋人 (2009) ,So Far Away,畠山美由紀、キャロル・キング(作詞・作曲)
探偵M (2009) ,もっと…,西野カナ … 出演も。
華鬼 三部作～華鬼×神無編 (2009) ,笑顔の君に,+Plus
IRIS-アイリス- (2009) ,Tell Me Goodbye,BIGBANG
君たちに明日はない (2010) ,Tomorrow Waltz,久保田利伸
BATON バトン (2009) ,,
0号室の客 (2009) ,時計じかけのアンブレラ,嵐
秘密結社 鷹の爪 THE MOVIE3 ～http://鷹の爪.jp は永遠に～ (2010) ,I Dreamed a Dream(夢やぶれて),Susan Boyle(スーザン・ボイル)
JNN50周年記念 歴史大河スペクタクル 唐招提寺1200年の謎 天平を駆けぬけた男と女たち (2009) ,昴-すばる-,堂本剛 … 谷村新司の代表曲をカヴァー。
劇場版 銀魂 新訳紅桜篇 Gintama: The Movie (2010) ,バクチ・ダンサー,DOES
悪人 (2010) ,Your Story,久石譲×福原美穂
かずら Kazura (2010) ,雨のち晴れ,かりゆし58
ハナミズキ (2010) ,ハナミズキ,一青窈
特上カバチ！！ (2010) ,Troublemaker,嵐
劇場版TRICK 霊能力者バトルロイヤル (2010) ,月恋歌,熊谷育美
ラストメール2～いちじく白書～ (2009) ,虹のキオク,甲斐名都
時をかける少女 (2010) ,ノスタルジア,いきものがかり
父よ、あなたはえらかった～1969年のオヤジと僕 (2009) ,友よ,岡林信康
食堂かたつむり (2010) ,旅せよ若人,Fairlife(フェアライフ) … 春嵐(作詞)、浜田省吾(作曲・コーラス)、岡野昭仁・ポルノグラフィティ(歌)
華鬼 三部作～麗二×もえぎ編 (2009) ,笑顔の君に,+Plus
華鬼 三部作～響×桃子編 (2009) ,笑顔の君に,+Plus
スイートリトルライズ Sweet Little Lies (2010) ,雨あがりの朝に,スガシカオ
ノーウェアボーイ ひとりぼっちのあいつ Nowhere Boy (2009) ,Mother(マザー),John Lennon(ジョン・レノン)
ランディーズ Randies (2009) ,My world is not over,TRIBAL CHAIR
ゲーム☆アクション Game Action (2009) ,action,彩冷える
涼宮ハルヒの消失 (2010) ,優しい忘却,茅原実里
アーサーと魔王マルタザールの逆襲 Arthur et la vengeance de Maltazard (Arthur and the Revenge of Maltazard) (2009) ,Uh Uh,IMALU … リプレイ役で日本語吹き替えにも初挑戦。
コード・ブルー～ドクターヘリ緊急救命～2nd season Code Blue2 (2010) ,HANABI,Mr.Children
左目探偵EYE (2010) ,瞳のスクリーン,Hey!Say!JUMP
エンゼルバンク～転職代理人 (2010) ,花鳥風月,レミオロメン
まっすぐな男 (2010) ,ストレイト,トータス松本
サラリーマン金太郎2 (2010) ,long time no see,B'z
新撰組 PEACE MAKER (2010) ,声,+Plus
書の道 (2009) ,歩く人,三人サイトー
上野樹里と5つの鞄 (2009) ,カバンのバンカ,上野樹里(作曲・歌) … 番組オリジナルソング。公式サイトで聴けます。
ブラッディ・マンデイ2 BLOODY MONDAY2 (2010) ,残像,flumpool
木下部長とボク (2010) ,君とボクと,板尾こうせつ(板尾創路＆南こうせつ)
最後の約束 (2010) ,空高く,嵐
漫画喫茶都市伝説 呪いのマンナさん (2008) ,華恋～KAREN～,SONIC MEGAPHONE(長澤奈央)
春琴抄 (2008) ,奏,SONIC MEGAPHONE(長澤奈央)
リアル鬼ごっこ2 (2010) ,△(さんかく),High Speed Boyz
シュアリー・サムデイ Surely Someday (2010) ,シュアリー・サムデイ,巧 with シュアリー・スターズ … 小出恵介、勝地涼、鈴木亮平、ムロツヨシ、綾野剛の5人で構成されたバンド。
ランブリングハート ラヴホテルズ2 Rambling Hearts (2010) ,Heaven,COMA-CHI
ヤマトナデシコ七変化 (2010) ,Love yourself ～君が嫌いな君が好き～,KAT-TUN
すべては海になる (2010) ,不器用な情景,SPANK PAGE
7万人探偵ニトベ (2009) ,Getaway,Maria(マリア)
宿命1969-2010 ～ワンス・アポン・ア・タイム・イン・東京～ (2010) ,瞳の奥をのぞかせて,ポルノグラフィティ
咲くやこの花 (2010) ,また逢いたい,初音
泣かないと決めた日 (2010) ,don't cry anymore,miwa
魔法少女リリカルなのは The MOVIE 1st (2010) ,PHANTOM MINDS,水樹奈々
おにいちゃんのハナビ (2010) ,今、君に言っておこう,藤井フミヤ
歌舞伎町案内人 (2004) ,Innocence,小野正利
女たちは二度遊ぶ (2010) ,The Meaning Of Us,安室奈美恵
超劇場版 ケロロ軍曹 誕生！究極ケロロ 奇跡の時空島であります！！ (2010) ,ケロパック,平原綾香 … チャイコフスキーのバレエ組曲「くるみ割り人形」の中の“トレパック”がモチーフ。
インディゴの夜 (2010) ,わたしあうもの,Love
蒼穹の昴 (2010) ,BALLAD,浜崎あゆみ
昆虫探偵 ヨシダヨシミ (2010) ,生きていることがいい,哀川翔
借りぐらしのアリエッティ The Borrowers (2010) ,Arrietty's Song,Cecile Corbel(セシル・コルベル)
映画ドラえもん のび太の人魚大海戦 (2010) ,帰る場所,青山テルマ
踊る大捜査線 THE MOVIE3 ヤツらを解放せよ！ (2010) ,Love Somebody[CINEMA Version III],織田裕二
ダーリンは外国人 My darling is a foreigner (2010) ,向かいあわせ,aiko
雷桜 Raiou (2010) ,心,舞花
劇場版ポケットモンスター/ダイヤモンド＆パール 幻影の覇者 ゾロアーク (2010) ,アイスクリーム シンドローム,スキマスイッチ
名探偵コナン 天空の難破船 ロスト・シップ Detective Conan: The Lost Ship in the Sky (2010) ,Over Drive,GARNET CROW
映画クレヨンしんちゃん 超時空！嵐を呼ぶオラの花嫁 (2010) ,オメデトウ,mihimaru GT
ボックス！ Box! (2010) ,LAUGH IT OUT,RIZE with 隼人
告白 (2010) ,Last Flowers(ラスト・フラワーズ),Radiohead(レディオヘッド)
劇場版 NARUTO-ナルト- 疾風伝 ザ・ロストタワー (2010) ,if,西野カナ
40女と90日間で結婚する方法 (2009) ,永遠,木山裕策
ヘタリア Axis Powers (2009) ,まるかいて地球,イタリア(cv：浪川大輔)
大奥 (2010) ,Dear Snow,嵐
TAXMEN (2010) ,Fly away,Rake(レイク)
ユキとニナ yuki and nina (2009) ,てぃんさぐぬ花(はな),ううあ＆大島保克(歌)、大島保克(三線)
矢島美容室 THE MOVIE 夢をつかまネバダ (2010) ,アイドルみたいに歌わせて,矢島美容室feat.プリンセス・セイコ(松田聖子)
救命病棟24時～2010スペシャル～ (2010) ,その先へ,DREAMS COME TRUE feat.FUZZY CONTROL
