離婚弁護士II～ハンサムウーマン～ (2005) ,EVERY,星村麻衣
ルームシェアの女 (2005) ,小夜啼鳥(さよなきどり),masumi
First Love (2002) ,SAKURAドロップス,宇多田ヒカル
DeepLove～ホスト～ (2005) ,祈り…,MITO
さよならをもう一度 (1992) ,瞳のささやき,ローラ・フィジィ
One Tree Hill/ワン・トゥリー・ヒル (2003) ,I Don't Want To Be(アイ・ドント・ウォント・トゥ・ビー),Gavin DeGraw(ギャヴィン・デグロウ) … サントラや、アルバム「
ハチロー 母の詩 父の詩 (2005) ,うた,月の203号室
月光の囁き (1999) ,運命の人,スピッツ
遠山金志郎美容室 (1994) ,真夏の恋,小田和正
協奏曲 (1996) ,アルフィー,バネッサ・ウィリアムス
恋がしたい 恋がしたい 恋がしたい (2001) ,レインボウ・コネクション,カーペンターズ
十年愛 (1992) ,ありがとう,大江千里
ONE PIECE ワンピース オマツリ男爵と秘密の島 (2005) ,夢見る頃を過ぎても,氣志團
ヒナゴン Hinagon (2005) ,すばらしい日々,奥田民生(ユニコーン)
タイガー＆ドラゴン Tiger & Dragon (2005) ,UTAO-UTAO,V6
恋人よ (1995) ,To Love You More(トゥ・ラヴ・ユー・モア),Celine Dion(セリーヌ・ディオン)
友達の恋人 (1997) ,WONDER,FOUR TRIPS
大奥～第一章～スペシャル (2005) ,愛と欲望の日々,サザンオールスターズ
諫山節考 (2002) ,手紙,諫山実生
聞かせてよ愛の言葉を (2005) ,帰り来ぬ青春 readymade mix2004,和田アキ子
悲しき恋歌 (2005) ,恋をするのなら,ユン・ゴン
ビートキッズ BEAT KIDS (2005) ,喜怒哀楽,HUNGRY DAYS
劇場版AIR (2005) ,鳥の詩,Lia
いぬのえいが (2005) ,キラリ,arp
オオカミの誘惑 (2004) ,告白,イ・スフン
anego[アネゴ]スペシャル (2005) ,KISS or KISS,北出菜奈
百年の恋 (2003) ,元気を出して,島谷ひとみ
香港国際警察/NEW POLICE STORY (2004) ,September Storm,Jackie Chan(ジャッキー・チェン) 
スウとのんのん (2005) ,愛がいっぱい,BON-BON BLANCO
戦国自衛隊1549 (2005) ,涙の数だけ,Full Of Harmony
おとうさん (2002) ,クローバー,CUNE
ママの遺伝子 (2002) ,あさってはSunday,RAG FAIR
HR (2002) ,まんをじして,奥田民生
汚(けが)れた舌 (2005) ,肌のすきま,dorlis
御宿かわせみ 第三章 (2005) ,悲しい歌はきらいですか,田川寿美(唄)、大島ミチル(作曲)
曲がり角の彼女 (2005) ,Dear my friends,shela
おみやさん (2005) ,おかえりなさい。,柴田淳
俺達に気を付けろ (1996) ,Real Thing Shakes,B'z 
外科医・柊又三郎 (1995) ,"love me, I love you",B'z
新空港物語 (1994) ,Don't Leave Me,B'z
代表取締役刑事 (1990) ,孤独のRunaway,安宅美春 … B'zプロデュース
ゴルゴ13 劇場版 (1983) ,プレイ・フォー・ユー,シンディ・ウッド
じんべえ (1998) ,海とあなたの物語,未来玲可
逆境ナイン (2005) ,夢をあきらめないで『逆境ナイン』リマスタリング・バージョン,岡村孝子
あいくるしい (2005) ,Ben(ベンのテーマ),Michael Jackson(マイケル・ジャクソン)
anego[アネゴ] (2005) ,KISS or KISS,北出菜奈
夢で逢いましょう (2005) ,ついてゆくわ,松任谷由実
恋におちたら～僕の成功の秘密～ (2005) ,恋におちたら,Crystal Kay
雨と夢のあとに (2005) ,雨と夢のあとに,奥田美和子
瑠璃の島 (2005) ,ここにしか咲かない花,コブクロ
危険な関係 (2005) ,幻,柴田淳
ビジョン・クエスト/青春の賭け Vision Quest (Crazy for You) (1985) ,Crazy For You,Madonna(マドンナ)
名探偵コナン 水平線上の陰謀(ストラテジー) (2005) ,夏を待つセイル(帆)のように,ZARD
クレヨンしんちゃん 伝説を呼ぶ ブリブリ 3分ポッキリ大進撃 (2005) ,Crayon Beats,AI
ふたりはプリキュア (2004) ,DANZEN! ふたりはプリキュア,五條真由美(唄)、佐藤直紀(編曲)
ホーリーランド Holyland (2005) ,,
四日間の奇蹟 (2005) ,Eternally,平原綾香
はぐれ刑事純情派 ファイナル (2005) ,ふたりで竜馬をやろうじゃないか,堀内孝雄
湯けむりウォーズ (2005) ,茜,つきよみ
うちはステップファミリー (2005) ,優しくなりたい,森口博子
タッチ Touch (2005) ,歓びの種,YUKI
"フライ，ダディ，フライ FLY, DADDY, FLY (2005) ",ランニングハイ,Mr.Children
海猿 EVOLUTION UMIZARU EVOLUTION (2005) ,OCEAN,B'z … 「今夜月の見える丘に」(「ビューティフルライフ」主題歌)以来、約5年振りの書き下ろし。
LIMIT OF LOVE 海猿 LIMIT OF LOVE UMIZARU (2006) ,Precious,伊藤由奈
マダガスカル Madagascar (2005) ,I Like To Move It,Sacha Baron Cohen(サシャ・バロン・コーエン)
KARAOKE -人生紙一重- (2005) ,光陰,LIV
釣りバカ日誌16 浜崎は今日もダメだった♪ (2005) ,とりあえずは元気で行こうぜ,西田敏行(唄)、青島幸男(作詞・作曲)、小林信吾(編曲)
温泉へ行こう4 Let's go ONSEN 4 (2003) ,ケセラセラ,P.I.MONSTER
温泉へ行こう3 Let's go ONSEN 3 (2002) ,ヤサシイウタ,池田綾子
温泉へ行こう2 Let's go ONSEN 2 (2000) ,SWEET SEASON,SONO
温泉へ行こう Let's go ONSEN (1999) ,愛を捨てないで,BEGIN
"ナルニア国物語～第1章：ライオンと魔女 The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005) ",Wunderkind,Alanis Morissette(アラニス・モリセット) … 予告CMでも使われています。サントラに収録。
電車男 (2005) ,ラヴ･パレード,ORANGE RANGE
THE 4400 未知からの生還者 (2004) ,A Place In Time,Amanda Abizaid … サントラに収録。
メールで届いた物語(ストーリー) (2005) ,約束の場所,牧伊織
忍-SHINOBI (2005) ,HEAVEN,浜崎あゆみ
電車男 (2005) ,世界はそれを愛と呼ぶんだぜ,サンボマスター
がんばっていきまっしょい (2005) ,キラキラ,aiko
ガラスのうさぎ (2005) ,ガラスのうさぎ,新妻聖子(歌)、麻生香太郎(作詞)、大島ミチル(作曲)
生き残れ SURVIVE (2005) ,パルス,B'z
笑う三人姉妹 (2005) ,おまじない,mink
いま、会いにゆきます (2005) ,キズナ,ORANGE RANGE
マイ・ブラザー My Brother (2004) ,,
女王の教室 (2005) ,EXIT,EXILE
劇場版ポケットモンスター/アドバンスジェネレーション ミュウと波導の勇者ルカリオ (2005) ,はじまりのうた,PUFFY
ハッスル＆フロウ Hustle & Flow (2005) ,It's Hard Out Here For A Pimp,Terrence Howard - (featuring Taraji P. Henson) … 第78回アカデミー賞でオリジナル歌曲賞を受賞。
ハービー/機械じかけのキューピッド Herbie: Fully Loaded (2005) ,First(ファースト),Lindsay Lohan(リンジー・ローハン)
ベン Ben (1972) ,Ben(ベン),Michael Jackson(マイケル・ジャクソン)
子供、ほしいね (1990) ,Only Love Can Break Your Heart,Neil Young … アルバム「Greatest Hits」「After The Gold Rush」などに収録
きららの仕事 (2005) ,Whatever,中ノ森BAND
さよならみどりちゃん (2005) ,14番目の月,奥村愛子(歌)、荒井由実(作詞・作曲)
映画 あたしンち (2003) ,あたしンち,矢野顕子
大安に仏滅！？ (1998) ,Home Sweet Home,矢野顕子
おかずな夜 (1992) ,新・オバケのQ太郎,モダンチョキチョキズ
ヤマトタケル (1994) ,RAIN(レイン),GLAY
ドラゴン桜 Dragon Zakura (2005) ,realize,melody.
赤い疑惑 (2005) ,ありがとう あなた,大竹佑季 … Maxiシングル「tell me how」に収録。オリジナルは山口百恵。
赤い疑惑 (1975) ,ありがとう あなた,山口百恵
はるか17 Haruka Seventeen (2005) ,アオバ,メレンゲ
春の雪 snowy love fallin'in spring (2005) ,Be My Last,宇多田ヒカル
ウォーターボーイズ2005夏スペシャル WATER BOYS 2005夏 (2005) ,虹,福山雅治
白線流し ～夢見る頃を過ぎても (2005) ,空も飛べるはず,スピッツ
はぐれ刑事純情派  第17弾 (2004) ,カラスの女房,堀内孝雄
大好き！五つ子6 (2004) ,雨上がりの急な坂道,little by little
すずがくれた音 (2004) ,君がくれた日,ナチュラルハイ
冗談でしょッ！離婚予定日 (2004) ,しあわせについて,彩風(AYAKAJI)(あやかじ)
亀は意外と速く泳ぐ (2005) ,南風,レミオロメン
ヒノキオ HINOKIO (2005) ,Tomorrow's way,YUI
永遠の仔 (2000) ,LOST CHILD,坂本龍一
真夏のメリークリスマス (2000) ,angel song -イヴの鐘-,the brilliant green
バースデー・ウェディング Birthday Wedding (2005) ,瞬き,矢野絢子
幸せになりたい！ (2005) ,ひまわり,Sugar
スローダンス Slow Dance (2005) ,東京,福山雅治
女系家族(にょけいかぞく) (2005) ,愛の詩(うた),今井美樹
新キッズ･ウォー (2005) ,evergreen,高橋瞳
男たちの大和/YAMATO (2005) ,CLOSE YOUR EYES/YAMATO,長渕剛
四月の雪 April Snow (2005) ,The Road,ウ・ソンミン
樹の海 Jyukai - The Sea of Trees Behind Mt.Fuji (2005) ,遠い世界に,AMADORI
NANA (2005) ,GLAMOROUS SKY,NANA starring MIKA NAKASHIMA(ナナ/中島美嘉)
妖怪大戦争 (2005) ,愛を謳おう,忌野清志郎 with 井上陽水
劇場版 NARUTO-ナルト- 大激突！幻の地底遺跡だってばよ (2005) ,Ding! Dong! Dang!,TUBE
魁!!クロマティ高校 THE★MOVIE (2005) ,RUN☆BAKURATEN☆RUN,氣志團
ヤ・ク・ソ・ク (2005) ,"Love,Again",sona(ユンソナ)
コスメの魔法2 (2005) ,Butterfly,倖田來未
コスメの魔法 (2004) ,believe,光永亮太
こちら本池上署 (2005) ,100億のLove Story,THE ALFEE
愛人の掟・あなたに逢いたくて (2000) ,AFFAIR,スガシカオ
チャンス！ Chance! (1993) ,夢 with you,久保田利伸
菊次郎とさき (2005) ,Club Happiness,久保田利伸
七色のおばんざい (2005) ,スッピンと涙。,後藤真希(唄)、つんく(作詞)、KAN(作曲)
走れ公務員！ Police Woman (1998) ,snow drop,L'Arc～en～Ciel
ウエディングプランナー (2002) ,君をさがしてた～New Jersey United～,CHEMISTRY
ピーカン夫婦 (2005) ,半熟の女,花形さゆり
劇場版 ナニワ金融道 灰原勝負！起死回生のおとしまえ！！ (2005) ,一☆番星,水元秀二郎
あした元気にな～れ！ ～半分のさつまいも～ (2005) ,蓮花,林明日香
モディリアーニ 真実の愛 Modigliani (2004) ,マイ・リーズン,キーディー
カーテンコール Curtain Call (2005) ,いつでも夢を,
契約結婚 (2005) ,届カナイ愛ト知ッテイタノニ抑エキレズニ愛シ続ケタ...,Gackt
リンダ リンダ リンダ Linda Linda Linda (2005) ,終わらない歌,ザ･ブルーハーツ
刑事部屋(デカベヤ)～六本木おかしな捜査班～ (2005) ,さよなら愛しい人よ…,清木場俊介
私の頭の中の消しゴム (2004) ,A moment to remember, … テレビ小説『
劇場版xxxHOLiC 真夏ノ夜ノ夢 (2005) ,サナギ～theme from xxxHOLiC the movie～,スガシカオ
劇場版 ツバサ・クロニクル(年代記) 鳥カゴの国の姫君 (2005) ,aerial,キンヤ
ぺとぺとさん (2005) ,知ラナイナイ空,さねよしいさ子
特命係長 只野仁 スペシャル (2005) ,ラブレター,白羽玲子
新・科捜研の女2 (2005) ,真昼の月,島谷ひとみ
大好き！五つ子Go!! (2005) ,Real Me,上原奈美
プレイボール (2005) ,君は何かができる～プレイボール2005～,THE LOOSE DOGS
ワースト☆コンタクト (2005) ,やつらの足音のバラード,スガシカオ
子供が寝たあとで (1992) ,もう恋なんてしない,槇原敬之
ポケベルが鳴らなくて (1993) ,ポケベルが鳴らなくて,国武万里
いとこ同志 (1992) ,星が見えた夜,楠瀬誠志郎
ADブギ (1991) ,ほっとけないよ,楠瀬誠志郎
怪談新耳袋 劇場版 幽霊マンション (2005) ,シアワセがふえるより哀しみをへらしたい,黒川芽以
ビー・バップ・ハイスクール2 一触即発全面抗争 BE-BOP-HIGHSCHOOL2 (2005) ,B・BLUE,「ホンキー・トンキー・クレイジー」BOOWY
上を向いて歩こう 坂本九物語 (2005) ,見上げてごらん夜の星を,
花都大戦(はなのみやこたいせん) ツインズ・エフェクトII Twins Effect 2 (The Huadu Chronicles: Blade of the Rose) (2004) ,,ジェイシー・チャン … アルバム「Jaycee」に収録。
カスタムメイド10.30 CUSTOM MADE 10.30 (2005) ,Tripper,奥田民生
この胸いっぱいの愛を (2005) ,Sweet Mom,柴咲コウ
広島・昭和20年8月6日 (2005) ,涙そうそう,夏川りみ
涙そうそう～この愛に生きて～ (2005) ,涙そうそう,森山良子(作詞・唄)、BEGIN(作曲)
涙そうそう (2006) ,涙そうそう,夏川りみ
ダイヤモンドの恋 (2005) ,しあわせ,川江美奈子
積木くずし真相～あの家族、その後の悲劇～ (2005) ,思いがかさなるその前に…,平井堅
劇場版 仮面ライダー響鬼(ヒビキ)と7人の戦鬼 (2005) ,Flashback,Rin' featuring m.c.A・T
深紅 The Deep Red (2005) ,Lights,信近エリ
キイハンター (1968) ,非情のライセンス,野際陽子
風のハルカ (2005) ,風花(かざはな),森山直太朗
鬼嫁日記 (2005) ,Oh My Darlin',中ノ森BAND
鬼嫁日記 いい湯だな (2007) ,Again,谷村奈南
危険なアネキ (2005) ,POP STAR,平井堅
1リットルの涙 (2005) ,Only Human,K
あいのうた (2005) ,プレゼント,玉置浩二
ドレミソラ (2002) ,北風と太陽,YeLLOW Generation
ライフ オン ザ ロングボード Life on the Longboard (2005) ,Don't Worry Baby,The Beach Boys(ザ・ビーチ・ボーイズ)
正しい恋愛のススメ (2005) ,淡き恋人,高橋真梨子
愛と資本主義 (2003) ,Hole in Your Socks,CORE OF SOUL
ヴェロニカ・マーズ Veronica Mars (2004) ,We Used To Be Friends(ウィ・ユースト・トゥ・ビー・フレンズ),The Dandy Warhols(ザ・ダンディ・ウォーホルズ)
ALWAYS 三丁目の夕日 (2005) ,ALWAYS,D-51
大奥～華の乱～ (2005) ,修羅場,東京事変
金田一少年の事件簿～吸血鬼伝説殺人事件 (2005) ,ツキノミチ,KAT-TUN
着信アリ (2005) ,Heart,D.D.D
殴者(なぐりもの) Nagurimono (2005) ,ぼくが生きていたこと,奥田美和子
ぼくらの勇気 未満都市 MIMAN CITY (1997) ,愛されるより愛したい,KinKi Kids
赤い運命 (2005) ,赤い運命,大竹佑季 … Maxiシングル「tell me how」に収録。
デザイナー Designer (2005) ,I believe in your love,風味堂
綴り字のシーズン Bee Season (2005) ,I'll Be Near You,Ivy
輪廻 (2006) ,輪廻,扇愛奈 
ロスト Lost (2004) ,losin',伊藤由奈
鳶がクルリと (2005) ,セ・ラ・ビ,ALISA MIZUKI TO ASIAN2
カーズ Cars (2006) ,Our Town,James Taylor(歌)、Randy Newman(作詞・作曲) … 第79回アカデミー賞でオリジナル歌曲賞にノミネート。
空中庭園 (2005) ,この坂道の途中で,UA
最終兵器彼女 The Last Love Song On This Little Planet (2006) ,すみか,メレンゲ
鍵がない (2005) ,やさしい朝,空気公団
赤い奇跡 (2006) ,さよならの向う側,山口百恵(唄)、阿木耀子(作詞)、宇崎竜童(作曲)
Pure Soul～君が僕を忘れても～ (2001) ,The Only One,清貴
絶対恐怖 Pray プレイ (2005) ,QUEEN,AI
絶対恐怖 Booth ブース (2005) ,bad stars,KEMURI
仮面ライダー THE FIRST Masked Rider The First (2005) ,Bright! our Future,DA PUMP
飛鳥へ、そしてまだ見ぬ子へ (2005) ,いつもどこかで,玉置浩二
女刑事みずき～京都洛西署物語 (2005) ,ココロノコンパス,槇原敬之
ブラザー☆ビート Brother Beat (2005) ,Broken Hearts,Def Tech
熟年離婚 (2005) ,音色,COLOR
今夜ひとりのベッドで (2005) ,ジョバイロ,ポルノグラフィティ
花より男子(だんご) (2005) ,WISH,嵐
ローゼンメイデン トロイメント Rozen Maiden Traumend (2005) ,聖少女領域,ALI PROJECT
野ブタ。をプロデュース (2005) ,青春アミーゴ,修二と彰(亀梨和也と山下智久)
恋の時間 (2005) ,恋する気持ち,mihimaru GT
緋の十字架 (2005) ,君が僕を想う夜,藤井フミヤ
パパとなっちゃん (1991) ,あなたに会えてよかった,小泉今日子
あらしのよるに (2005) ,スター,aiko
グロヅカ Guroduka (2005) ,Identity is all,Lady Marmalade(レディ・マーマレード)
"探偵事務所5”～5ナンバーで呼ばれる探偵達の物語～ Detective Office 5"" (2005) ",唄い人,清木場俊介
トリック 新作スペシャル TRICK (2005) ,ラッキー・マリア,Joelle(ジョエル) … ピエトロ・マスカーニ(1863～1945)作曲の「アヴェ・マリア」のカヴァー。
映画ドラえもん のび太の恐竜2006 (2006) ,ボクノート, スキマスイッチ
同じ月を見ている Under The Same Moon (2005) ,君のそばに,久保田利伸
惑星大怪獣ネガドン (2005) ,,
映画 ふたりはプリキュア マックスハート2 雪空のともだち (2005) ,ギャグ100回分愛してください,Berryz工房
疾走 (2005) ,Rain, 
チェオクの剣 茶母 (2003) ,宿命,キム・サンミン
ミラクルバナナ Miracle Banana (2005) ,Smile,角松敏生/千秋
ポセイドン Poseidon (2006) ,Won't Let You Fall,Stacy Ferguson(ステイシー・ファーガソン)
ホールドアップダウン Hold Up Down (2005) ,Orange,V6
夜王～YAOH～ (2006) ,Mr. Traveling Man,TOKIO
ブラック・キャット BLACK CAT (2005) ,ダイアの花,より子
絶対少年 (2005) ,光のシルエット,CooRie
変身 (2005) ,蒼い花,
狼少女 (2005) ,melody(メロディ),植村花菜 … Maxiシングル「ミルクティー」に収録。
いとしのエリー (1987) ,思いがけないSITUATION,崎谷健次郎
マドンナのごとく (1990) ,夜のない一日,崎谷健次郎
痴漢男 (2005) ,Fun Time,長澤奈央
しあわせなら手をたたこう (2005) ,桃色と灰色,speena
ブラック・ジャック ふたりの黒い医者/Dr.ピノコの森の冒険 Black Jack (2005) ,もう一度君に,Tourbillon
瀬戸内寂聴～出家とは生きながら死ぬこと (2005) ,命のリレー,中島みゆき … アルバム「転生」に収録
越路吹雪・愛の生涯～この命燃えつきるまで私は歌う (2005) ,命のリレー,中島みゆき … アルバム「転生」に収録
悪女の一生～芝居と結婚した女優・杉村春子の生涯～ (2005) ,命のリレー,中島みゆき … アルバム「転生」に収録
らんま1/2 決戦桃幻郷！花嫁を奪りもどせ！！ (1992) ,ア・ピース・オブ・ラヴ,ピカソ
ただいま満室 (2000) ,スピーナ,speena
悲しみのヴァイオリン La Femme de ma vie (Women of My Life) (1986) ,T'en Va Pas(トン・バ・パ) / 悲しみのアダージョ,ELSA(エルザ) … アルバム「
輪舞曲(ロンド) RONDO (2006) ,I believe,絢香(ayaka)
白夜行(びゃくやこう) (2006) ,影,柴咲コウ
小早川伸木の恋 (2006) ,くるりくるり,ナナムジカ
走れ！イチロー (2001) ,Stay with me,河村隆一
貞操問答 (2005) ,くちびるセクシー,奥村愛子
ママ！アイラブユー (2005) ,笑顔の私,浅香唯
スタートライン～涙のスプリンター～ Startline (2005) ,あの鐘を鳴らすのはあなた,和田アキ子
3年B組金八先生 第7シリーズ 真の最終回スペシャル!! (2005) ,初恋のいた場所,海援隊
ピーナッツ Peanuts (2006) ,君の中の少年,NO PLAN
東京ゾンビ Tokyo Zombie (2005) ,ココロかよわせて,THE HOMESICKS(ザ・ホームシックス)
あさってDANCE (2005) ,マブイあの娘,ザ50回転ズ
タイヨウのうた A Song to the Sun (2006) ,Good-bye days,YUI
着信アリFinal (2006) ,思い出のすぐそばで,中孝介
呪怨 パンデミック The Grudge 2 (2006) ,End of This Way,宇野実彩子
木更津キャッツアイ ワールドシリーズ Kisarazu Cat's Eye: World Series (2006) ,シーサイド・ばいばい,木更津キャッツアイ feat.MCU(唄)、宮藤官九郎・MCU(作詞)、MCU・CMJK(作曲)、CMJK(編曲) … Maxiシングル「シーサイド・ばいばい」には、仲西匡が作曲・編曲の「KISARAZU Cat's'n Roll」「普通が一番」「野球やろうぜ!」も収録。
バッシュメント Bashment (2005) ,4REST,10-FEET
劇場版 超星艦隊セイザーX 戦え！ 星の戦士たち (2005) ,New Horizon～戦え！星の戦士たち～,キングコング梶原
ルナハイツ Luna Heights (2005) ,笑顔の先に,AZURE
ゲド戦記 Tales From Earthsea (2006) ,時の歌,手嶌葵
ボルト Bolt (2008) ,I Thought I Lost You,Miley Cyrus and John Travolta(マイリー・サイラス＆ジョン・トラヴォルタ)
トリック 劇場版2 TRICK (2006) ,ラッキー・マリア,Joelle(ジョエル) … ピエトロ・マスカーニ(1863～1945)作曲の「アヴェ・マリア」のカヴァー。
西遊記 (2006) ,Around The World,MONKEY MAJIK
Ns'(ナース)あおい (2006) ,桜,コブクロ
アンフェア Unfair (2006) ,Faith,伊藤由奈
神はサイコロを振らない～君を忘れない～ (2006) ,onelove,Ryohei feat.VERBAL(m-flo)
新・京都迷宮案内 (2006) ,Someday,倖田來未
松本清張 けものみち (2006) ,帰れない者たちへ,中島みゆき
ガチバカ！ (2006) ,ベスト オブ ヒーロー,倉木麻衣
時効警察 (2006) ,雨,CEYREN … オリジナルは森高千里。アルバム「
2ndハウス (2006) ,夜汽車ライダー,20th Century
喰いタン KUI-TAN (2006) ,結晶,B'z … Maxiシングル「衝動」の2nd beatに収録。
氷壁 (2006) ,彼方の光,Libera(リベラ)
新・風のロンド (2006) ,胡蝶の夢,大黒摩季
ママはバレリーナ (2005) ,HUG～抱きしめてください～,マツリルカ
大奥～華の乱～スペシャル (2005) ,修羅場,東京事変
トゥルーラブ True Love (2006) ,to You,Sowelu … 今回のドラマのために作られたオリジナル主題歌
天使 (2006) ,天使が舞い降りてくる日,大竹佑季
29歳のクリスマス (1994) ,All I Want For Christmas Is You(恋人たちのクリスマス),Mariah Carey(マライア・キャリー)
先生知らないの？ (1998) ,いつか晴れた日に,山下達郎
On Your Mark (1995) ,On Your Mark,CHAGE &amp; ASKA … アルバム「
スパイダーマン Spider-Man (1978) ,駆けろ！スパイダーマン,「誓いのバラード」ヒデ夕樹(唄)、八手三郎(作詞)、渡辺宙明(作曲) … 「スパイダーマン 東映TVシリーズ DVD-BOX」の特典の「EP版主題歌レコード復刻版CD(OP＆EDテーマ収録/6Pジャケット付き)」に収録。
ホームワーク (1992) ,クリスマスキャロルの頃には,稲垣潤一
僕の、世界の中心は、君だ。 My Girl and I (2006) ,瞳をとじて,チャ・テヒョン … 日本公開版でのみ聞けるそうだ。国内盤のサントラに収録のもよう。
燃ゆるとき The Excellent Company (2006) ,そして今も,小田和正
子ぎつねヘレン (2006) ,太陽の下,レミオロメン
シムソンズ Sim Sons (2006) ,BLUE TEARS,JUDY AND MARY
ウォーターズ Waters (2006) ,Boys・Girls,倖田來未
時をかける少女 (2006) ,ガーネット,奥華子
ベロニカは死ぬことにした (2006) ,こんな風に笑う。,nangi
リトル・レッド レシピ泥棒は誰だ!? Hoodwinked (2005) ,大好き！ハッピーエンド,原由子
日本沈没 (2006) ,Keep Holding U,SunMin thanX Kubota
スキージャンプ・ペア Road to TORINO 2006 Ski Jumping Pairs Road to TORINO 2006 (2006) ,morning glory,伴都美子
コアラ課長 Executive Koala (2006) ,がんばれ！コアラ課長,GO
竜馬におまかせ！ (1996) ,FRIENDSHIP,H Jungle With t
フラガール Hula Girl (2006) ,Hula Girl,Jake Shimabukuro
ギミー・ヘブン Gimmy Heaven (2006) ,gerbera,竹仲絵里
晴れたらポップなボクの生活 (2006) ,気まぐれ,つばき
スパイダーマン3 Spider-Man 3 (2007) ,Signal Fire(シグナル・ファイア),Snow Patrol(スノウ・パトロール) … サントラ1曲目やMaxiシングルに収録。
ラフ Rough (2006) ,ガラナ,スキマスイッチ
ハチミツとクローバー Honey and Clovers (2006) ,魔法のコトバ,スピッツ
ウォッチメン Watchmen (2009) ,Desolation Row(廃墟の街),My Chemical Romance(マイ・ケミカル・ロマンス)
ボーン・アルティメイタム The Bourne Ultimatum (2007) ,Extreme Ways(エクストリーム・ウェイズ),Moby(モービー) … サントラ『
はいからさんが通る (1987) ,はいからさんが通る,南野陽子
ひらり (1992) ,晴れたらいいね,Dreams Come True
ええにょぼ (1993) ,幸せになるために,中山美穂
やんちゃくれ (1998) ,あそぼう,ウルフルズ
春よ、来い (1994) ,春よ、来い,松任谷由実
甘辛しゃん (1997) ,涙の天使に微笑みを,原由子
御宿かわせみ (1980) ,祭りばやしが終わるまで,高橋真梨子
御宿かわせみ (1982) ,祭りばやしが終わるまで,高橋真梨子
八丁堀の七人7 (2006) ,春夏秋冬(はるなつあきふゆ),ビリー・バンバン
八丁堀の七人3 (2002) ,抱きしめたい,鈴木雅之
八丁堀の七人2 (2001) ,地上のスピード,来生たかお
八丁堀の七人 (2000) ,bug,中西圭三
銭湯の娘!? (2006) ,カレーライス,KAN
病院へ行こう！ (2006) ,愛は特効薬,広瀬香美
現実の続き夢の終わり (2000) ,聖なる海とサンシャイン,THE YELLOW MONKEY
恋を何年休んでますか (2001) ,remain～心の鍵,小柳ゆき
戦国自衛隊 関ヶ原の戦い (2006) ,Love to Stay,
トランスアメリカ Transamerica (2005) ,Travelin' Thru,Dolly Parton … 第78回アカデミー賞でオリジナル歌曲賞にノミネート。
真救世主伝説 北斗の拳 ラオウ伝 殉愛の章 (2006) ,ピエロ,上木彩矢(歌)、稲葉浩志(作詞)、松本孝弘(作曲)、葉山たけし(編曲) … B'zのMAXIシングル「
名探偵コナン 探偵たちの鎮魂歌(レクイエム) (2006) ,ゆるぎないものひとつ,B'z
怪～ayakashi～ (2006) ,春のかたみ,松任谷由実(作詞・作曲)、松任谷正隆(編曲)、元ちとせ(唄)
初恋 (2006) ,青のレクイエム,元ちとせ
クレヨンしんちゃん 伝説を呼ぶ 踊れ！アミーゴ！ (2006) ,GO WAY!!,倖田來未
レ・ブロンゼ/日焼けした連中 Les Bronzes (1978) ,"Sea, Sex and Sun",Serge Gainsbourg
TWO LOVE 二つの愛の物語/キャッチボール (2005) ,I am a father,浜田省吾
TWO LOVE 二つの愛の物語/君と歩いた道 (2005) ,Thank You,浜田省吾
パパはニュースキャスター (1987) ,Oneway Generation,本田美奈子
プロフェッショナル 仕事の流儀 Professional (2006) ,Progress(プログレス),Kokua(コクア) … 作詞・作曲・歌：スガシカオ、編曲：武部聡志・小倉博和、プロデュース：武部聡志 … アルバム「PARADE」には、「Family Sugar Version」を収録。
ナイチンゲーロ Nightingalo (2006) ,終わらない夢,Lady Marmalade(レディ・マーマレード)
蒼穹のファフナー RIGHT OF LEFT (2005) ,Peace of mind,angela
Yoshi最新作 翼の折れた天使たち (2006) ,RESISTANCE,中島美嘉
小さき勇者たち～GAMERA～ (2006) ,Eternal Love,mink
CSI:ニューヨーク CSI: NY (2004) ,Baba O'Riley(ババ・オライリィ),The Who(ザ・フー) … アルバム「
富豪刑事デラックス Fugoh Keiji DX (2006) ,トライアングルライフ,オオゼキタク
間宮兄弟 (2006) ,"Hey,Brother",RIP SLYME
魔弾戦記リュウケンドー (2006) ,魔弾戦記リュウケンドー,きただにひろし　
京都地検の女 (2006) ,涙ひとつぶ,つきよみ
特命！刑事どん亀 (2006) ,僕達の舞台,ナナムジカ
トップキャスター Top Caster (2006) ,Dear friend,Sowelu
アテンションプリーズ Attention Please (2006) ,OH PRETTY WOMAN,木村カエラ … ロイ・オービソンの名曲をカバー。⇒映画『
ブスの瞳に恋してる (2006) ,恋のつぼみ,倖田來未
医龍～Team Medical Dragon～ (2006) ,Believe,AI
マチベン machi_ben (2006) ,永遠,EXILE
おいしいプロポーズ (2006) ,Flower,伴都美子
生きててもいい？～ひまわりの咲く家～ (2006) ,誕生,中島みゆき
陽気なギャングが地球を回す (2006) ,How We Do It!!!,Skoop On Somebody
ちゅらさん4 (2007) ,琉球ムーン,国仲涼子
THE MYTH/神話 (2005) ,Endless Love,ジャッキー・チェン、キム・ヒソン
白鳥麗子でございます！ (1995) ,サヨナラは今もこの胸に居ます,ZARD
揺れる想い (1995) ,Just believe in love(ジャスト・ビリーヴ・イン・ラヴ),ZARD
